model,seed,batch_size,history_count,query_count,repeat,model_only_ms,end_to_end_ms,preprocess_ms,model_stage_ms,reconstruct_ms
cru,17,32,32,1,48,78.14935967326164,78.63213028758764,0.575716607272625,80.49295097589493,0.0867936760187149
cru,17,32,32,1,49,81.30781538784504,80.37882577627897,0.5744798108935356,80.28138894587755,0.08647702634334564
cru,17,32,32,6,0,77.24132854491472,76.53922960162163,0.5754083395004272,77.21405290067196,0.09707082062959671
cru,17,32,32,6,1,76.57952420413494,77.10045855492353,0.5756523460149765,75.68220142275095,0.09457580745220184
cru,17,32,32,6,2,75.55894833058119,77.72143930196762,0.5760937929153442,75.61108190566301,0.09366590529680252
cru,17,32,32,6,3,77.57861167192459,75.98014548420906,0.5775373429059982,76.97177305817604,0.09638071060180664
cru,17,32,32,6,4,77.96905096620321,77.90966052561998,0.5769142881035805,77.08764355629683,0.09814184159040451
cru,17,32,32,6,5,77.01645605266094,78.89749482274055,0.5768686532974243,76.70720480382442,0.09413901716470718
cru,17,32,32,6,6,77.38963980227709,78.43198999762535,0.576394610106945,78.23600899428129,0.09648222476243973
cru,17,32,32,6,7,77.18851044774055,83.60001351684332,0.5770409479737282,83.88948906213045,0.11551287025213242
cru,17,32,32,6,8,85.56338958442211,81.30117878317833,0.5792127922177315,78.59245594590902,0.0967998057603836
cru,17,32,32,6,9,77.83121336251497,77.51292362809181,0.5789147689938545,77.00077258050442,0.09357556700706482
cru,17,32,32,6,10,77.14297156780958,77.4289695546031,0.5768891423940659,77.0328901708126,0.09344704449176788
cru,17,32,32,6,11,77.07738969475031,77.18350179493427,0.5775894969701767,76.85617916285992,0.09433738887310028
cru,17,32,32,6,12,78.50794866681099,81.16163872182369,0.5785254761576653,76.84029825031757,0.09427033364772797
cru,17,32,32,6,13,77.82664243131876,76.34393498301506,0.5782861262559891,76.71050261706114,0.0942666083574295
cru,17,32,32,6,14,77.9271312057972,76.31396874785423,0.5756542086601257,76.99630316346884,0.09486731141805649
cru,17,32,32,6,15,76.31606515496969,76.45775191485882,0.5759848281741142,76.93505939096212,0.09466893970966339
cru,17,32,32,6,16,77.13639549911022,78.04175652563572,0.5755666643381119,77.33445893973112,0.09426847100257874
cru,17,32,32,6,17,78.47275584936142,82.6191920787096,0.5769580602645874,79.03020735830069,0.09621214121580124
cru,17,32,32,6,18,79.64128255844116,79.97793052345514,0.5773855373263359,77.77252048254013,0.09629502892494202
cru,17,32,32,6,19,75.69250371307135,76.54104195535183,0.5730679258704185,76.10088586807251,0.09482260793447495
cru,17,32,32,6,20,77.49240566045046,75.78970864415169,0.5771992728114128,76.89410913735628,0.09369757026433945
cru,17,32,32,6,21,78.04387249052525,83.87082349509001,0.5878554657101631,133.88288114219904,0.15677791088819504
cru,17,32,32,6,22,130.23718167096376,144.37519852072,0.5813715979456902,134.88441705703735,0.1329965889453888
cru,17,32,32,6,23,80.51837608218193,79.39701899886131,0.5750330165028572,80.0192728638649,0.09634345769882202
cru,17,32,32,6,24,76.71003695577383,78.47731839865446,0.5760360509157181,78.85057292878628,0.0962577760219574
cru,17,32,32,6,25,77.00030412524939,79.0479639545083,0.5766777321696281,78.46483029425144,0.09291898459196091
cru,17,32,32,6,26,79.77169286459684,82.98849873244762,0.5820430815219879,82.08977244794369,0.1010112464427948
cru,17,32,32,6,27,80.12695051729679,80.09135164320469,0.5744677037000656,85.42698342353106,0.10560452938079834
cru,17,32,32,6,28,86.19104232639074,85.96204593777657,0.5816826596856117,85.3377589955926,0.10509602725505829
cru,17,32,32,6,29,85.23011580109596,83.99054408073425,0.5775904282927513,79.61894944310188,0.09833741933107376
cru,17,32,32,6,30,80.08664939552546,80.25916572660208,0.5772998556494713,79.02213279157877,0.0954940915107727
cru,17,32,32,6,31,78.54662463068962,79.08548787236214,0.5780458450317383,82.4492871761322,0.09671319276094437
cru,17,32,32,6,32,83.6581727489829,85.35127341747284,0.5797827616333961,81.3708771020174,0.0992119312286377
cru,17,32,32,6,33,80.27097955346107,78.42634338885546,0.5767671391367912,78.50292883813381,0.09549781680107117
cru,17,32,32,6,34,80.27125895023346,77.96873990446329,0.5780886858701706,77.4074262008071,0.09616091847419739
cru,17,32,32,6,35,80.2700761705637,78.9310485124588,0.5771629512310028,80.20706567913294,0.09731855243444443
cru,17,32,32,6,36,78.35757452994585,80.95355238765478,0.5763387307524681,78.5346319898963,0.09387731552124023
cru,17,32,32,6,37,81.03903941810131,81.5456435084343,0.5796356126666069,80.21289948374033,0.09835977107286453
cru,17,32,32,6,38,78.92064936459064,79.33542877435684,0.5775559693574905,78.5853685811162,0.09376276284456253
cru,17,32,32,6,39,79.31280042976141,78.26284877955914,0.5768695846199989,77.82726921141148,0.09806081652641296
cru,17,32,32,6,40,78.66968028247356,79.34059016406536,0.575128011405468,78.99292279034853,0.09558908641338348
cru,17,32,32,6,41,78.43064703047276,79.68863844871521,0.5733538419008255,80.01710381358862,0.09603146463632584
cru,17,32,32,6,42,79.77840211242437,79.20952327549458,0.5762288346886635,80.22770285606384,0.10652747005224228
cru,17,32,32,6,43,77.94466335326433,79.92227002978325,0.5786772817373276,79.30699177086353,0.09696278721094131
cru,17,32,32,6,44,80.51853906363249,79.25147470086813,0.5800044164061546,80.18177840858698,0.09565707296133041
cru,17,32,32,6,45,79.74172104150057,80.6345185264945,0.5759038031101227,79.34415340423584,0.0973651185631752
cru,17,32,32,6,46,78.59398424625397,83.0099293962121,0.5761152133345604,79.60289437323809,0.09731575846672058
cru,17,32,32,6,47,81.67470991611481,86.81988343596458,0.5777617916464806,84.18137673288584,0.09728036820888519
cru,17,32,32,6,48,77.31599267572165,78.46668548882008,0.579390674829483,88.65261357277632,0.11915341019630432
cru,17,32,32,6,49,82.65050407499075,82.11446460336447,0.5779722705483437,79.95707727968693,0.1012822613120079
latent_ode,17,1,4,1,0,19.040729850530624,19.091466441750526,0.19151251763105392,19.114757888019085,0.09426847100257874
latent_ode,17,1,4,1,1,18.762744031846523,18.361251801252365,0.18752925097942352,19.336200319230556,0.09075179696083069
latent_ode,17,1,4,1,2,18.66715867072344,19.907685928046703,0.19217189401388168,18.543231301009655,0.08849892765283585
latent_ode,17,1,4,1,3,19.53653059899807,19.20074038207531,0.19354652613401413,19.053416326642036,0.08841045200824738
latent_ode,17,1,4,1,4,22.478707134723663,19.072708673775196,0.18912926316261292,18.61289981752634,0.0851871445775032
latent_ode,17,1,4,1,5,18.11127085238695,18.277373164892197,0.17790496349334717,18.21035798639059,0.08882209658622742
latent_ode,17,1,4,1,6,18.633401952683926,18.519675359129906,0.17652008682489395,17.998697236180305,0.08863117545843124
latent_ode,17,1,4,1,7,17.960187047719955,20.844786427915096,0.19531603902578354,18.997100181877613,0.09818468242883682
latent_ode,17,1,4,1,8,19.153757020831108,18.508599139750004,0.1785503700375557,18.45267415046692,0.08445046842098236
latent_ode,17,1,4,1,9,18.68735533207655,19.91285290569067,0.20140595734119415,19.405781291425228,0.08878856897354126
latent_ode,17,1,4,1,10,19.00125853717327,22.423584945499897,0.19290950149297714,19.575323909521103,0.0913664698600769
latent_ode,17,1,4,1,11,19.61684785783291,19.573913887143135,0.1870226114988327,18.686190247535706,0.090036541223526
latent_ode,17,1,4,1,12,18.788987770676613,19.977678544819355,0.19112695008516312,20.156960003077984,0.09632855653762817
latent_ode,17,1,4,1,13,23.600283078849316,19.34781391173601,0.19190367311239243,18.698392435908318,0.09124074131250381
latent_ode,17,1,4,1,14,18.884369172155857,20.003369078040123,0.20542554557323456,20.338580012321472,0.0983038917183876
latent_ode,17,1,4,1,15,20.113914273679256,19.99975834041834,0.20506419241428375,24.32879339903593,0.10378379374742508
latent_ode,17,1,4,1,16,20.467005670070648,20.311037078499794,0.20488537847995758,19.555123522877693,0.09597465395927429
latent_ode,17,1,4,1,17,20.294732414186,26.478925719857216,0.19632186740636826,18.718826584517956,0.09146146476268768
latent_ode,17,1,4,1,18,18.250681459903717,18.43127515166998,0.1774262636899948,18.298832699656487,0.08477084338665009
latent_ode,17,1,4,1,19,21.58772014081478,21.535775624215603,0.2092178910970688,19.074732437729836,0.09017251431941986
latent_ode,17,1,4,1,20,18.739163875579834,19.13884561508894,0.18756743520498276,18.47735047340393,0.09000208228826523
latent_ode,17,1,4,1,21,19.91274766623974,19.196313805878162,0.184536911547184,19.27143707871437,0.09085331112146378
latent_ode,17,1,4,1,22,19.173065200448036,22.806174121797085,0.19200798124074936,19.405611790716648,0.08980836719274521
latent_ode,17,1,4,1,23,18.893149681389332,18.95376853644848,0.179411843419075,17.634520307183266,0.08413009345531464
latent_ode,17,1,4,1,24,18.313794396817684,17.94408541172743,0.17719995230436325,18.363759852945805,0.08472800254821777
latent_ode,17,1,4,1,25,17.856858670711517,17.987363040447235,0.1763962209224701,17.74745900183916,0.09049009531736374
latent_ode,17,1,4,1,26,20.73563914746046,19.920422695577145,0.188460573554039,18.681560643017292,0.08647143840789795
latent_ode,17,1,4,1,27,18.273547291755676,18.464124761521816,0.1863241195678711,18.143024295568466,0.0838153064250946
latent_ode,17,1,4,1,28,18.748928792774677,18.009241670370102,0.17325114458799362,17.932693473994732,0.08359644562005997
latent_ode,17,1,4,1,29,17.615877091884613,18.53193063288927,0.17660297453403473,20.820372737944126,0.09993743151426315
latent_ode,17,1,4,1,30,18.657238222658634,18.680112436413765,0.17973780632019043,17.564525827765465,0.08444581180810928
latent_ode,17,1,4,1,31,18.035953864455223,18.124038353562355,0.1782197505235672,18.12317781150341,0.09001325815916061
latent_ode,17,1,4,1,32,18.43456830829382,18.35836563259363,0.17606839537620544,17.62170158326626,0.08684303611516953
latent_ode,17,1,4,1,33,18.302708864212036,18.076129257678986,0.1919679343700409,21.4148610830307,0.09982846677303314
latent_ode,17,1,4,1,34,18.76633334904909,18.702376633882523,0.189867801964283,18.543414771556854,0.08393917232751846
latent_ode,17,1,4,1,35,17.716298811137676,18.367353826761246,0.1736041158437729,17.51631498336792,0.08562672883272171
latent_ode,17,1,4,1,36,17.50041823834181,24.7196601703763,0.19042566418647766,18.603939563035965,0.086258165538311
latent_ode,17,1,4,1,37,19.141415134072304,17.79632456600666,0.18862541764974594,17.55662728101015,0.0842064619064331
latent_ode,17,1,4,1,38,17.49548874795437,18.54921132326126,0.20708423107862473,17.94480811804533,0.08476525545120239
latent_ode,17,1,4,1,39,17.44990609586239,19.689223729074,0.20164251327514648,18.924657255411148,0.08991546928882599
latent_ode,17,1,4,1,40,18.925047479569912,17.86475069820881,0.18081441521644592,18.262287601828575,0.08441787213087082
latent_ode,17,1,4,1,41,17.610197886824608,18.200471065938473,0.20394939929246902,19.015724770724773,0.08778087794780731
latent_ode,17,1,4,1,42,17.98141747713089,18.329670652747154,0.18568988889455795,19.434007816016674,0.08352752774953842
latent_ode,17,1,4,1,43,17.979583702981472,17.799248918890953,0.1747896894812584,18.2179668918252,0.08181016892194748
latent_ode,17,1,4,1,44,17.89572462439537,18.548731692135334,0.17543602734804153,17.669139429926872,0.08739251643419266
latent_ode,17,1,4,1,45,17.93639361858368,17.861333675682545,0.18602609634399414,17.83772837370634,0.08409563452005386
latent_ode,17,1,4,1,46,18.445701338350773,17.929614521563053,0.1805368810892105,17.8139079362154,0.08369423449039459
latent_ode,17,1,4,1,47,17.924286425113678,18.508855253458023,0.17700623720884323,18.062393181025982,0.08752197027206421
latent_ode,17,1,4,1,48,18.144571222364902,18.059004098176956,0.1763124018907547,17.554660327732563,0.08685234934091568
latent_ode,17,1,4,1,49,19.265655428171158,20.272808149456978,0.20103435963392258,19.073383882641792,0.08847657591104507
latent_ode,17,1,4,6,0,18.090669997036457,18.344816751778126,0.17742346972227097,18.32170318812132,0.0926060602068901
latent_ode,17,1,4,6,1,18.741807900369167,19.195341505110264,0.19069854170084,18.46494246274233,0.09225960820913315
latent_ode,17,1,4,6,2,18.576346337795258,18.391420133411884,0.17812475562095642,19.10708285868168,0.09182654321193695
latent_ode,17,1,4,6,3,18.741948530077934,19.41073127090931,0.17900299280881882,25.371795520186424,0.09286124259233475
latent_ode,17,1,4,6,4,25.095917284488678,20.39553876966238,0.20425207912921906,20.450931042432785,0.11083204299211502
latent_ode,17,1,4,6,5,20.402537658810616,19.859125837683678,0.25871675461530685,20.083150826394558,0.09931065142154694
latent_ode,17,1,4,6,6,20.462210290133953,20.464859902858734,0.18655229359865189,19.001592881977558,0.0944826751947403
latent_ode,17,1,4,6,7,20.85606101900339,20.048233680427074,0.19749440252780914,19.50725819915533,0.10566413402557373
latent_ode,17,1,4,6,8,19.724873825907707,18.416154198348522,0.18446240574121475,17.702956683933735,0.08704699575901031
latent_ode,17,1,4,6,9,17.64054875820875,18.62439699470997,0.17397012561559677,18.022721633315086,0.0926358625292778
latent_ode,17,1,4,6,10,18.871976993978024,27.525851503014565,0.257113017141819,23.811395280063152,0.09930040687322617
latent_ode,17,1,4,6,11,18.29530857503414,18.487961031496525,0.19784551113843918,17.99028180539608,0.0902591273188591
latent_ode,17,1,4,6,12,19.889185205101967,18.363630399107933,0.18669851124286652,18.90238281339407,0.08823443204164505
latent_ode,17,1,4,6,13,18.47031433135271,18.648033030331135,0.17839577049016953,18.590536899864674,0.10084453970193863
latent_ode,17,1,4,6,14,19.606484100222588,20.790686830878258,0.2116803079843521,20.974437706172466,0.10762456804513931
latent_ode,17,1,4,6,15,20.877656526863575,21.301746368408203,0.21265726536512375,21.019648760557175,0.10124128311872482
latent_ode,17,1,4,6,16,20.685850642621517,20.407406613230705,0.20537711679935455,18.55994574725628,0.0889236107468605
latent_ode,17,1,4,6,17,17.987603321671486,18.19770596921444,0.17425324767827988,18.415004014968872,0.08875969797372818
latent_ode,17,1,4,6,18,18.147705122828484,18.960360437631607,0.17896201461553574,18.30593589693308,0.08882395923137665
latent_ode,17,1,4,6,19,18.24123691767454,18.408934585750103,0.1777149736881256,17.976295202970505,0.0858912244439125
latent_ode,17,1,4,6,20,18.37786380201578,18.505465239286423,0.1747533679008484,18.02195142954588,0.08883234113454819
latent_ode,17,1,4,6,21,18.156290985643864,18.79384182393551,0.17713475972414017,18.177123740315437,0.09217578917741776
latent_ode,17,1,4,6,22,18.537291325628757,18.60687229782343,0.18570013344287872,18.284622579813004,0.08939113467931747
latent_ode,17,1,4,6,23,18.621538765728474,18.312077037990093,0.17367210239171982,18.174189142882824,0.08797086775302887
latent_ode,17,1,4,6,24,17.838001251220703,18.349983729422092,0.17818715423345566,17.8302014246583,0.08971896022558212
latent_ode,17,1,4,6,25,18.33489630371332,18.358979374170303,0.17708167433738708,18.517673015594482,0.0852830708026886
latent_ode,17,1,4,6,26,17.89403147995472,18.201380036771297,0.1788511872291565,18.105012364685535,0.08644536137580872
latent_ode,17,1,4,6,27,18.53743102401495,20.192492753267288,0.2068532630801201,19.020882435142994,0.0928044319152832
latent_ode,17,1,4,6,28,18.550307489931583,18.403925001621246,0.17821788787841797,19.343844614923,0.10214187204837799
latent_ode,17,1,4,6,29,19.507440738379955,18.84374860674143,0.1758979633450508,19.577544182538986,0.0897292047739029
latent_ode,17,1,4,6,30,18.132743425667286,18.822843208909035,0.17846468836069107,18.76163948327303,0.08901581168174744
latent_ode,17,1,4,6,31,18.64878088235855,18.368142656981945,0.17656013369560242,17.99941621720791,0.08815247565507889
latent_ode,17,1,4,6,32,18.18268932402134,19.589794799685478,0.18523074686527252,19.162649288773537,0.09169988334178925
latent_ode,17,1,4,6,33,19.655325450003147,19.32793017476797,0.1761140301823616,18.17865762859583,0.08820369839668274
latent_ode,17,1,4,6,34,18.111118115484715,18.426915630698204,0.19327178597450256,17.878646962344646,0.0860951840877533
latent_ode,17,1,4,6,35,17.878401093184948,18.35060305893421,0.18224399536848068,18.096646293997765,0.08843187242746353
latent_ode,17,1,4,6,36,18.030574545264244,18.82915198802948,0.17780251801013947,18.396953120827675,0.09321235120296478
latent_ode,17,1,4,6,37,18.157828599214554,18.252120353281498,0.17844140529632568,18.160169944167137,0.08888263255357742
latent_ode,17,1,4,6,38,19.696200266480446,18.222464248538017,0.17587561160326004,18.284414894878864,0.09222980588674545
latent_ode,17,1,4,6,39,18.507638014853,18.7523877248168,0.17709657549858093,18.24145670980215,0.09186007082462311
latent_ode,17,1,4,6,40,18.655654974281788,20.033803768455982,0.1778639853000641,18.311389721930027,0.10708346962928772
latent_ode,17,1,4,6,41,21.175678819417953,18.741818144917488,0.19011273980140686,18.475370481610298,0.08789729326963425
latent_ode,17,1,4,6,42,18.48830282688141,18.409114331007004,0.1776060089468956,18.344159238040447,0.09251199662685394
latent_ode,17,1,4,6,43,20.497986115515232,18.50374136120081,0.17857365310192108,17.860718071460724,0.08955132216215134
latent_ode,17,1,4,6,44,17.84773636609316,17.99849048256874,0.18061883747577667,18.190253525972366,0.0887969508767128
latent_ode,17,1,4,6,45,18.112152814865112,18.39135494083166,0.17337128520011902,19.684904254972935,0.10203290730714798
latent_ode,17,1,4,6,46,19.22608632594347,19.285140559077263,0.18685124814510345,18.992137163877487,0.09413342922925949
latent_ode,17,1,4,6,47,18.96983478218317,18.737115897238255,0.18670503050088882,18.86918768286705,0.09307730942964554
latent_ode,17,1,4,6,48,19.961155019700527,21.12024836242199,0.20163506269454956,21.61015383899212,0.10190624743700027
latent_ode,17,1,4,6,49,19.169683568179607,19.038078375160694,0.1851031556725502,19.68091633170843,0.09620934724807739
latent_ode,17,1,16,1,0,37.092666141688824,36.838727071881294,0.1787012442946434,35.85085552185774,0.08551403880119324
latent_ode,17,1,16,1,1,36.69576719403267,37.920049391686916,0.18811970949172974,37.80703246593475,0.09074434638023376
latent_ode,17,1,16,1,2,37.1162723749876,38.18975295871496,0.18088612705469131,35.99030524492264,0.08296500891447067
latent_ode,17,1,16,1,3,36.35243233293295,36.11160349100828,0.17318502068519592,35.94070766121149,0.08916668593883514
latent_ode,17,1,16,1,4,36.89185902476311,36.15692723542452,0.17987936735153198,36.371031776070595,0.08693616837263107
latent_ode,17,1,16,1,5,36.17656510323286,36.188784055411816,0.1903790980577469,37.42875438183546,0.09141769260168076
latent_ode,17,1,16,1,6,36.594717763364315,36.78044117987156,0.18721073865890503,36.56313940882683,0.08955225348472595
latent_ode,17,1,16,1,7,37.08094451576471,38.65948598831892,0.18892250955104828,37.03275229781866,0.0891275703907013
latent_ode,17,1,16,1,8,36.68175917118788,38.62524591386318,0.18718279898166656,37.182629108428955,0.084657222032547
latent_ode,17,1,16,1,9,37.4053493142128,37.853484973311424,0.19124150276184082,36.89457010477781,0.08958205580711365
latent_ode,17,1,16,1,10,37.75439504534006,37.913890555500984,0.18712319433689117,37.34486270695925,0.09191781282424927
latent_ode,17,1,16,1,11,38.410418666899204,39.041247218847275,0.17929542809724808,36.83794662356377,0.08514337241649628
latent_ode,17,1,16,1,12,37.497662007808685,36.69299650937319,0.20305253565311432,40.290841832756996,0.09184889495372772
latent_ode,17,1,16,1,13,38.67943026125431,36.86052933335304,0.19499007612466812,39.56503700464964,0.09474437683820724
latent_ode,17,1,16,1,14,37.98863384872675,38.2784241810441,0.18912646919488907,37.25370764732361,0.08991546928882599
latent_ode,17,1,16,1,15,37.12546266615391,36.80830076336861,0.1785987988114357,36.328574642539024,0.08487887680530548
latent_ode,17,1,16,1,16,38.10560796409845,39.06908817589283,0.18190965056419373,35.974860191345215,0.08681230247020721
latent_ode,17,1,16,1,17,36.56116034835577,37.483072839677334,0.204537995159626,36.57123353332281,0.08547864854335785
latent_ode,17,1,16,1,18,36.74172982573509,37.52375114709139,0.1906808465719223,36.92743554711342,0.08954759687185287
latent_ode,17,1,16,1,19,37.624889984726906,38.38970419019461,0.2049580216407776,41.231514886021614,0.11020433157682419
latent_ode,17,1,16,1,20,41.223094798624516,40.94156250357628,0.23130979388952255,40.83024337887764,0.09880680590867996
latent_ode,17,1,16,1,21,38.21169305592775,37.860085256397724,0.19054394215345383,38.60914055258036,0.09101256728172302
latent_ode,17,1,16,1,22,37.73219510912895,38.104903884232044,0.202154740691185,39.842563681304455,0.08863303810358047
latent_ode,17,1,16,1,23,37.77465783059597,38.57797011733055,0.1948084682226181,38.238667882978916,0.09558256715536118
latent_ode,17,1,16,1,24,37.89497632533312,38.217054679989815,0.18733367323875427,38.105071522295475,0.09166263043880463
latent_ode,17,1,16,1,25,37.897040136158466,38.07972464710474,0.18733926117420197,37.69720904529095,0.08872896432876587
latent_ode,17,1,16,1,26,38.11015095561743,38.09943236410618,0.18784776329994202,38.097888231277466,0.09256135672330856
latent_ode,17,1,16,1,27,37.987991236150265,38.899436593055725,0.18935278058052063,38.63967768847942,0.0982554629445076
latent_ode,17,1,16,1,28,37.88739535957575,40.01487046480179,0.19598938524723053,39.60255440324545,0.09286869317293167
latent_ode,17,1,16,1,29,38.77727501094341,38.02038170397282,0.18835999071598053,38.041917607188225,0.09008403867483139
latent_ode,17,1,16,1,30,37.89905924350023,39.70402292907238,0.1889532431960106,46.50220088660717,0.0889478251338005
latent_ode,17,1,16,1,31,38.47197908908129,38.4186552837491,0.1924801617860794,38.024719804525375,0.08909683674573898
latent_ode,17,1,16,1,32,38.52776065468788,37.064528092741966,0.18817279487848282,36.89652308821678,0.08488167077302933
latent_ode,17,1,16,1,33,38.53757865726948,37.57039550691843,0.18721632659435272,38.23625762015581,0.09245239198207855
latent_ode,17,1,16,1,34,37.88228239864111,39.082275703549385,0.1917220652103424,38.56310900300741,0.09092781692743301
latent_ode,17,1,16,1,35,38.02539687603712,37.83238120377064,0.1881113275885582,38.06759137660265,0.09076856076717377
latent_ode,17,1,16,1,36,38.298629224300385,38.28584309667349,0.1876121386885643,37.430478259921074,0.08861161768436432
latent_ode,17,1,16,1,37,38.05940132588148,37.62237634509802,0.18745288252830505,37.73013409227133,0.08964445441961288
latent_ode,17,1,16,1,38,36.79147642105818,37.91552037000656,0.18869061022996902,37.403879687190056,0.0879243016242981
latent_ode,17,1,16,1,39,38.251789286732674,39.48063962161541,0.18898770213127136,37.410903722047806,0.09081978350877762
latent_ode,17,1,16,1,40,38.0561426281929,37.135908380150795,0.2081235870718956,36.68841905891895,0.08987635374069214
latent_ode,17,1,16,1,41,37.31474652886391,37.60530520230532,0.18656905740499496,37.15626336634159,0.08913129568099976
latent_ode,17,1,16,1,42,37.09182143211365,37.52175997942686,0.17941463738679886,37.637703120708466,0.08984468877315521
latent_ode,17,1,16,1,43,37.063886411488056,37.61124610900879,0.18634088337421417,37.28688322007656,0.089302659034729
latent_ode,17,1,16,1,44,37.63740602880716,38.050830364227295,0.18543004989624023,38.04357256740332,0.0886525958776474
latent_ode,17,1,16,1,45,37.89056371897459,38.11932075768709,0.1776125282049179,38.248240016400814,0.0887913629412651
latent_ode,17,1,16,1,46,37.99195121973753,38.08126971125603,0.1863362267613411,37.816280499100685,0.08884444832801819
latent_ode,17,1,16,1,47,36.83401644229889,36.67290881276131,0.18816906958818436,37.219478748738766,0.08812546730041504
latent_ode,17,1,16,1,48,37.88232896476984,37.320323288440704,0.189170241355896,37.172360345721245,0.08758716285228729
latent_ode,17,1,16,1,49,37.71901875734329,38.25131990015507,0.21241791546344757,39.16917275637388,0.09091198444366455
latent_ode,17,1,16,6,0,39.27823528647423,40.10212607681751,0.19301846623420715,39.691767655313015,0.09703263640403748
latent_ode,17,1,16,6,1,37.96714078634977,39.62169587612152,0.2115657553076744,39.66008219867945,0.09552761912345886
latent_ode,17,1,16,6,2,39.48233928531408,39.03624042868614,0.18715579062700272,38.843756541609764,0.0985683873295784
latent_ode,17,1,16,6,3,38.198322057724,37.89496701210737,0.18413178622722626,36.922771483659744,0.09319838136434555
latent_ode,17,1,16,6,4,38.03733177483082,37.37750183790922,0.1871427521109581,37.33762074261904,0.09384192526340485
latent_ode,17,1,16,6,5,37.74826414883137,37.77311556041241,0.18244050443172455,37.03441843390465,0.08845049887895584
latent_ode,17,1,16,6,6,39.575062692165375,40.082549676299095,0.2118833363056183,41.66868980973959,0.11305976659059525
latent_ode,17,1,16,6,7,41.697571985423565,39.58938177675009,0.18780678510665894,37.87677176296711,0.09460281580686569
latent_ode,17,1,16,6,8,37.51840442419052,37.714576348662376,0.1872396096587181,37.27386239916086,0.09489059448242188
latent_ode,17,1,16,6,9,37.585727870464325,37.69614454358816,0.17947331070899963,36.78577579557896,0.08863676339387894
latent_ode,17,1,16,6,10,37.229910492897034,38.101088255643845,0.17851311713457108,37.638600915670395,0.09513460099697113
latent_ode,17,1,16,6,11,37.35245391726494,38.164013996720314,0.21173804998397827,38.08315936475992,0.10300241410732269
latent_ode,17,1,16,6,12,37.912821397185326,38.1751237437129,0.18842145800590515,38.41972257941961,0.100674107670784
latent_ode,17,1,16,6,13,38.284847512841225,37.46813628822565,0.1796400174498558,37.591688334941864,0.10587368160486221
latent_ode,17,1,16,6,14,36.936210468411446,38.21409307420254,0.18772482872009277,38.71530666947365,0.09476300328969955
latent_ode,17,1,16,6,15,37.79052942991257,38.520666770637035,0.1890147104859352,40.028891526162624,0.1013362780213356
latent_ode,17,1,16,6,16,38.77036366611719,38.780588656663895,0.17792824655771255,39.01095408946276,0.09253248572349548
latent_ode,17,1,16,6,17,39.09074142575264,38.05669117718935,0.18626078963279724,38.569437339901924,0.09495299309492111
latent_ode,17,1,16,6,18,38.664027117192745,39.33331649750471,0.19381754100322723,37.400828674435616,0.08789356797933578
latent_ode,17,1,16,6,19,37.67062816768885,38.94786909222603,0.18706358969211578,38.67698274552822,0.09537767618894577
latent_ode,17,1,16,6,20,37.986488081514835,40.073311887681484,0.2118600532412529,38.325684145092964,0.09296555072069168
latent_ode,17,1,16,6,21,37.78922278434038,38.155147805809975,0.18739141523838043,36.97944059967995,0.09389407932758331
latent_ode,17,1,16,6,22,36.41712572425604,37.01420500874519,0.17852336168289185,36.51965968310833,0.09331479668617249
latent_ode,17,1,16,6,23,37.26800065487623,37.75566257536411,0.1865355297923088,37.774644792079926,0.09206775575876236
latent_ode,17,1,16,6,24,37.72610891610384,38.03560696542263,0.19206013530492783,38.404871709644794,0.09293854236602783
latent_ode,17,1,16,6,25,38.08427322655916,39.50622957199812,0.19164476543664932,39.19010329991579,0.0925697386264801
latent_ode,17,1,16,6,26,39.345393888652325,39.404540322721004,0.19114650785923004,38.94492890685797,0.1028822734951973
latent_ode,17,1,16,6,27,38.40188682079315,38.23873307555914,0.18609222024679184,38.032541051506996,0.1003555953502655
latent_ode,17,1,16,6,28,39.2390126362443,38.363317027688026,0.19154325127601624,39.33380916714668,0.09558163583278656
latent_ode,17,1,16,6,29,38.53088431060314,37.63820696622133,0.18713343888521194,37.15527802705765,0.08769147098064423
latent_ode,17,1,16,6,30,38.42300269752741,39.69855606555939,0.18890388309955597,39.244892075657845,0.09708385914564133
latent_ode,17,1,16,6,31,38.474125787615776,38.580311462283134,0.1855967566370964,37.74246480315924,0.09459629654884338
latent_ode,17,1,16,6,32,38.18442393094301,37.783670239150524,0.17758645117282867,37.56235912442207,0.0945013016462326
latent_ode,17,1,16,6,33,37.873455323278904,38.35792560130358,0.18754508346319199,37.45316993445158,0.09274296462535858
latent_ode,17,1,16,6,34,37.88795229047537,39.40460830926895,0.18633529543876648,38.936431519687176,0.08909124881029129
latent_ode,17,1,16,6,35,38.2046215236187,38.09554781764746,0.20561367273330688,37.806413136422634,0.08709728717803955
latent_ode,17,1,16,6,36,37.94581908732653,38.92684821039438,0.1886105164885521,39.63102959096432,0.1009330153465271
latent_ode,17,1,16,6,37,39.11256790161133,40.06751347333193,0.19142869859933853,38.64242881536484,0.09364821016788483
latent_ode,17,1,16,6,38,38.436396047472954,39.60539028048515,0.20224973559379578,39.87918794155121,0.0974014401435852
latent_ode,17,1,16,6,39,39.34197407215834,37.64931671321392,0.19222963601350784,38.18290960043669,0.0955061987042427
latent_ode,17,1,16,6,40,38.129376247525215,38.871802389621735,0.20207837224006653,38.269080221652985,0.08975528180599213
