model,seed,batch_size,history_count,query_count,repeat,model_only_ms,end_to_end_ms,preprocess_ms,model_stage_ms,reconstruct_ms
cru,17,1,16,1,12,33.63048192113638,33.47939997911453,0.20018406212329865,34.43310223519802,0.08451472967863083
cru,17,1,16,1,13,34.49743241071701,34.1795077547431,0.20015519112348557,33.54363422840834,0.08934736251831055
cru,17,1,16,1,14,35.39645206183195,33.533649519085884,0.2007642760872841,35.150231793522835,0.0889049842953682
cru,17,1,16,1,15,33.19041896611452,33.41091796755791,0.21305494010448456,33.22430048137903,0.079338438808918
cru,17,1,16,1,16,33.253720961511135,34.43889785557985,0.2043629065155983,33.414299599826336,0.08062552660703659
cru,17,1,16,1,17,34.98671390116215,33.66428520530462,0.19798614084720612,33.17249473184347,0.08160341531038284
cru,17,1,16,1,18,34.534938633441925,34.33842584490776,0.1953737810254097,35.46029329299927,0.08023343980312347
cru,17,1,16,1,19,33.03156606853008,33.19570515304804,0.19720569252967834,33.55072718113661,0.08784141391515732
cru,17,1,16,1,20,33.45099464058876,36.424011923372746,0.19234605133533478,33.33355765789747,0.08024647831916809
cru,17,1,16,1,21,33.4572596475482,34.1207068413496,0.19455887377262115,38.887618109583855,0.08588191121816635
cru,17,1,16,1,22,32.28326700627804,33.68235006928444,0.2031056210398674,33.522939309477806,0.07919780910015106
cru,17,1,16,1,23,35.16760282218456,32.62856509536505,0.18694810569286346,33.55937171727419,0.08683372288942337
cru,17,1,16,1,24,33.99157617241144,34.1830225661397,0.20235497504472733,33.89789070934057,0.07994845509529114
cru,17,1,16,1,25,33.077968284487724,34.18992180377245,0.18966849893331528,32.85782691091299,0.07731001824140549
cru,17,1,16,1,26,32.34219644218683,33.609949983656406,0.1856572926044464,32.944440841674805,0.08170492947101593
cru,17,1,16,1,27,31.93084057420492,33.258710987865925,0.19941572099924088,32.57104102522135,0.07662177085876465
cru,17,1,16,1,28,32.71010052412748,31.878262758255005,0.19805226475000381,32.82568138092756,0.08156802505254745
cru,17,1,16,1,29,33.25090277940035,33.58445316553116,0.19624177366495132,32.423778437078,0.07592886686325073
cru,17,1,16,1,30,31.460958532989025,32.97102823853493,0.19020028412342072,32.464804127812386,0.07714051753282547
cru,17,1,16,1,31,32.90910646319389,34.08433683216572,0.19719917327165604,33.20434968918562,0.07735565304756165
cru,17,1,16,1,32,32.22690802067518,32.542056404054165,0.18677860498428345,32.754749059677124,0.08909497410058975
cru,17,1,16,1,33,34.11544393748045,32.689232379198074,0.18725357949733734,32.373796217143536,0.08315499871969223
cru,17,1,16,1,34,32.22818113863468,34.2151690274477,0.20277593284845352,33.24850928038359,0.07967185229063034
cru,17,1,16,1,35,34.571547992527485,32.91141055524349,0.18779560923576355,32.690209336578846,0.07637403905391693
cru,17,1,16,1,36,32.05291647464037,33.096265979111195,0.19910279661417007,33.09596888720989,0.08746609091758728
cru,17,1,16,1,37,34.72892288118601,32.48265944421291,0.18575042486190796,33.19527581334114,0.08454639464616776
cru,17,1,16,1,38,32.94835425913334,33.021568320691586,0.1963609829545021,34.893405623734,0.08540134876966476
cru,17,1,16,1,39,33.806633204221725,32.769094221293926,0.18314924091100693,32.58431050926447,0.08955039083957672
cru,17,1,16,1,40,32.564399763941765,32.19054080545902,0.21391082555055618,34.34574604034424,0.07858127355575562
cru,17,1,16,1,41,32.57553745061159,32.64741599559784,0.189964659512043,32.69951045513153,0.08913874626159668
cru,17,1,16,1,42,32.58601203560829,34.22889392822981,0.18889270722866058,33.122883178293705,0.07845927029848099
cru,17,1,16,1,43,33.120608888566494,33.15556142479181,0.18954090774059296,32.725865952670574,0.07640570402145386
cru,17,1,16,1,44,34.53633841127157,33.091867342591286,0.18842238932847977,32.81422983855009,0.07629115134477615
cru,17,1,16,1,45,32.47155714780092,32.28237945586443,0.18598046153783798,33.567204140126705,0.08029770106077194
cru,17,1,16,1,46,32.44217298924923,32.734913751482964,0.1863064244389534,34.47681479156017,0.08336640894412994
cru,17,1,16,1,47,32.298581674695015,32.33788534998894,0.1836894080042839,33.41675270348787,0.09027309715747833
cru,17,1,16,1,48,34.05945003032684,32.68910385668278,0.187690369784832,32.9181095585227,0.08140504360198975
cru,17,1,16,1,49,33.082437701523304,34.49438791722059,0.2000676468014717,33.14052615314722,0.07754843682050705
cru,17,1,16,6,0,33.952788449823856,33.235814422369,0.1874919980764389,36.60957235842943,0.10931957513093948
cru,17,1,16,6,1,34.683155827224255,32.56309311836958,0.18713995814323425,32.82046876847744,0.08345488458871841
cru,17,1,16,6,2,33.24180468916893,35.83579231053591,0.21983683109283447,34.6737876534462,0.08510611951351166
cru,17,1,16,6,3,35.36094818264246,34.62257143110037,0.24199113249778748,36.119586788117886,0.11111609637737274
cru,17,1,16,6,4,36.175983026623726,34.71030481159687,0.2379370853304863,36.60859353840351,0.10446552187204361
cru,17,1,16,6,5,35.41523963212967,36.55743505805731,0.25939103215932846,37.66271937638521,0.10583736002445221
cru,17,1,16,6,6,37.40428201854229,37.32479829341173,0.24575460702180862,37.40383870899677,0.11010095477104187
cru,17,1,16,6,7,37.20160573720932,37.125387229025364,0.22920221090316772,35.25243792682886,0.10443758219480515
