model,case,group,n,nmse,nmse_db,median_db,energy_weighted_db
Linear,all_dense,far_occlusion,2580,133381.29030490544,51.250949143841034,6.990206608330607,13.290184755085006
W,all_dense,near_maneuver,1296,0.15218381583690643,-8.176315306564428,-8.699297078501653,-8.016220351115239
Hold,all_dense,near_maneuver,1296,0.15538535086223543,-8.085899272312485,-10.270539482328909,-7.840802485934454
Linear,all_dense,near_maneuver,1296,20.26221786338511,13.066869806645636,-3.9678412057264807,13.143848645245503
W,all_dense,near_normal,1296,0.30897217988967896,-5.100806230487062,-5.311986262333608,-5.006741404496951
Hold,all_dense,near_normal,1296,0.3689044802539351,-4.330860703417892,-5.675526970512193,-4.254401799576434
Linear,all_dense,near_normal,1296,202.16343154838592,23.057026007454557,7.640503293776588,23.1160359242078
W,all_dense,near_occlusion,2592,0.7009412050247192,-1.5431840914348194,-4.71295954307595,-2.771738896194043
Hold,all_dense,near_occlusion,2592,2.4092414749466395,3.8188033091620066,-6.094143375536595,-2.212171256445246
Linear,all_dense,near_occlusion,2592,1176.260147667436,30.70503383136237,3.4014825455199778,20.025330207692043
W,all_dense,los,8656,0.25144514441490173,-5.995567464983145,-8.391812738865323,-0.39043960459431154
Hold,all_dense,los,8656,0.2635716360333863,-5.791013276780742,-12.064893200655394,-0.4098498756205199
Linear,all_dense,los,8656,100.43288018312386,20.01875917434152,-0.7738676347776197,11.386661067472112
W,all_dense,nlos,1700,33.445152282714844,15.243331777260025,0.13902657900074172,0.10491147544776702
Hold,all_dense,nlos,1700,180.29732653633275,22.559892870156553,3.0091844243184434,0.9725592369970194
Linear,all_dense,nlos,1700,203950.1996285145,53.095241347451456,18.21161006840353,24.000930528799678
W,all_dense,switch_window,1616,33.86678695678711,15.297739957846186,-0.3679853998248972,-0.05045219753622997
Hold,all_dense,switch_window,1616,161.23280567314993,22.074534113728596,-0.08198675912671244,-0.06483156301567952
Linear,all_dense,switch_window,1616,10558.82947713207,40.23615776171404,5.583425571282948,7.824518677733904
W,all_sparse,all,10356,6.115197658538818,7.864104990870025,-7.072948328145518,-0.349324714990416
Hold,all_sparse,all,10356,29.817201182167523,14.744668755963112,-9.804484768150935,-0.2940858015142565
Linear,all_sparse,all,10356,1094.4790302349338,30.392074450812018,-5.004947511404511,6.076153963480441
W,all_sparse,near,5184,0.6103649139404297,-2.1441043920785194,-6.579135574241511,-3.8889718588354683
Hold,all_sparse,near,5184,1.3356931938113352,1.257067129774362,-7.275039330103258,-3.3023670644905883
Linear,all_sparse,near,5184,126.99725489316997,21.037943335730176,-3.9299094166457813,13.228275537744352
W,all_sparse,far,5172,11.632802963256836,10.656843720634424,-7.606765342694091,-0.17421273960091843
