model,group,query_s,n,nmse,nmse_db,median_db,energy_weighted_db
WM,nlos,0.10000000149011612,212,4.100640773773193,6.128517256880489,0.08963531798796856,-0.020625396707770555
WM,nlos,0.20000000298023224,214,1.713395595550537,2.3385764617019955,0.04089718196929205,0.0009892490336422869
WM,nlos,0.30000001192092896,214,1.9152308702468872,2.8222113320322433,0.04301224292593249,0.05537638238773636
WM,nlos,0.4000000059604645,214,4.63617467880249,6.661597906675007,0.1087348829177599,0.03426074464301063
WM,nlos,0.5,214,4.4712982177734375,6.504336365453453,0.18606974197318527,0.0889171433885586
WM,switch_window,0.009999999776482582,202,0.5623312592506409,-2.5000777396396257,-10.21069238749072,-6.181068255905498
WM,switch_window,0.019999999552965164,202,0.8489750027656555,-0.711050969418678,-5.937301917938297,-5.001779181380871
WM,switch_window,0.05000000074505806,202,9.3496732711792,9.707964345085344,-1.9041469392607229,-0.20885664461821368
WM,switch_window,0.10000000149011612,202,3.714418411254883,5.6989082333057715,-0.7059756852885702,-0.09953221458917219
WM,switch_window,0.20000000298023224,202,1.310185194015503,1.1733268730039461,-0.2877678859015018,-0.0451017918126972
WM,switch_window,0.30000001192092896,202,1.73051917552948,2.381764159852468,-0.0749697532874668,-0.028743427383419624
WM,switch_window,0.4000000059604645,202,2.3020644187927246,3.6211747234971146,0.0005011234337980695,-0.02463214067888776
WM,switch_window,0.5,202,4.352077007293701,6.3869657132864255,0.06638557979344138,-0.01826258378697643
WI,all,0.009999999776482582,1296,0.3094571530818939,-5.093994741665426,-15.356121888215053,-5.152709102129094
WI,all,0.019999999552965164,1296,0.8082228302955627,-0.9246888597535086,-12.7241182568547,-2.669376335077198
WI,all,0.05000000074505806,1296,3.089125394821167,4.898355376875247,-11.163719891473917,-1.1878853059739343
WI,all,0.10000000149011612,1296,4.101921081542969,6.12987300552067,-9.154197793203583,-0.6080000357727444
WI,all,0.20000000298023224,1296,6.218909740447998,7.937142536281502,-7.590165731137751,-0.2901173491573549
WI,all,0.30000001192092896,1294,10.288966178894043,10.123717396450935,-6.782106694845117,-0.2016814069097208
WI,all,0.4000000059604645,1292,11.396770477294922,10.56781801986059,-6.018307021867756,-0.16312187872940379
WI,all,0.5,1290,8.007769584655762,9.035115682734334,-5.052979884421044,-0.1312578860484901
WI,near,0.009999999776482582,648,0.21486437320709229,-6.678355891723575,-13.71207622067912,-7.381979273183191
WI,near,0.019999999552965164,648,0.38599714636802673,-4.134159060049301,-9.417037665441951,-5.086084514850816
WI,near,0.05000000074505806,648,0.2827189266681671,-5.486451166169416,-10.04489908601903,-6.1567999284522665
WI,near,0.10000000149011612,648,0.3459830582141876,-4.609451668263914,-7.3739016182989,-4.877565910341605
WI,near,0.20000000298023224,648,0.41932761669158936,-3.7744653425322845,-6.350391603285262,-4.133436520751404
WI,near,0.30000001192092896,648,0.5161203742027283,-2.8724899652166336,-5.802388638882378,-3.424447931792689
WI,near,0.4000000059604645,648,0.6269446611404419,-2.027707915807548,-4.820076444411907,-2.7538259339189946
WI,near,0.5,648,0.738313615322113,-1.31759122631658,-3.992447037165259,-2.058456726283871
WI,far,0.009999999776482582,648,0.40404990315437317,-3.9356499299298053,-15.6840400205818,-3.844215494868501
