group,model,case,targets,nmse,nmse_db,median_nmse_db,p90_nmse_db,energy_weighted_nmse_db,complex_cosine,real_cosine,zero_prediction_cosines,amplitude_nmse_db,phase_aligned_nmse_db,worst_one_pct_error_share
far_los,W,csi_32,2592,0.04001617157523989,-13.977644635079107,-18.92805552170193,-10.341697316331619,-13.819523486515424,0.9805401945472904,0.9799977364080734,0,-17.497045023938583,-14.091526896733274,0.15365076452726853
far_los,W,csi_4,2592,0.044448498903269455,-13.521429012637318,-18.07159797961225,-9.590949452388768,-13.436868546764792,0.9783215137288528,0.9778045067629413,0,-17.306004070665463,-13.620306083643012,0.1298690478284675
far_los,W,csi_8,2592,0.04190924239451619,-13.776901899620276,-18.62369580847966,-9.967002696952608,-13.657825363504717,0.9795648373216097,0.9790244317464125,0,-17.407617083724954,-13.88543511374639,0.13989364113513525
far_los,W,default,2592,0.04048787684005906,-13.926749967762323,-18.726870146391462,-10.232209364681303,-13.770596850039581,0.9802930764672539,0.979744122537433,0,-17.47307625720755,-14.040298836708212,0.14873264922824442
far_los,W,mismatched_motion,2592,0.04048787684005906,-13.926749967762323,-18.726870146391462,-10.232209364681303,-13.770596850039581,0.9802930764672539,0.979744122537433,0,-17.47307625720755,-14.040298836708212,0.14873264922824442
far_los,W,mismatched_rgb,2592,0.04048787684005906,-13.926749967762323,-18.726870146391462,-10.232209364681303,-13.770596850039581,0.9802930764672539,0.979744122537433,0,-17.47307625720755,-14.040298836708212,0.14873264922824442
far_los,W,motion_16,2592,0.04048787684005906,-13.926749967762323,-18.726870146391462,-10.232209364681303,-13.770596850039581,0.9802930764672539,0.979744122537433,0,-17.47307625720755,-14.040298836708212,0.14873264922824442
far_los,W,motion_2,2592,0.04048787684005906,-13.926749967762323,-18.726870146391462,-10.232209364681303,-13.770596850039581,0.9802930764672539,0.979744122537433,0,-17.47307625720755,-14.040298836708212,0.14873264922824442
far_los,W,offgrid_queries,2592,0.03217027676027084,-14.925452028549026,-18.89313914885987,-11.294138455178501,-14.892435580205149,0.9844350176131319,0.9840777018768602,0,-18.641357412808993,-15.018219709476723,0.1466487003137417
far_los,W,pattern_bursty,2592,0.04117022982061727,-13.854167086753987,-18.441785644797758,-10.149431111771197,-13.698828893962203,0.9800038891676185,0.9794730679802807,0,-17.519412389455894,-13.96279134978906,0.14823973723498998
far_los,W,pattern_gap,2592,0.040449353093182434,-13.930884196711839,-18.49899853628452,-10.43603132615808,-13.77929586287243,0.9802830789195418,0.9797423281873938,0,-17.470145913630446,-14.043064739618776,0.14737924483630735
far_los,W,pattern_recent,2592,0.03837410770255834,-14.159617098694284,-18.239366740067457,-10.871389153635889,-14.0234800271106,0.981264863392144,0.9808344756822968,0,-17.698739882881046,-14.253877911789942,0.14754700571040957
far_los,W,pattern_uniform,2592,0.0415487625378219,-13.814419064406058,-19.001559784796704,-10.047187799515251,-13.682941434691996,0.9797168236328387,0.9791520418216273,0,-17.423721768934527,-13.928356107692572,0.14749145091558416
far_los,W,rgb_10,2592,0.04048787684005906,-13.926749967762323,-18.726870146391462,-10.232209364681303,-13.770596850039581,0.9802930764672539,0.979744122537433,0,-17.47307625720755,-14.040298836708212,0.14873264922824442
far_los,W,rgb_2,2592,0.04048787684005906,-13.926749967762323,-18.726870146391462,-10.232209364681303,-13.770596850039581,0.9802930764672539,0.979744122537433,0,-17.47307625720755,-14.040298836708212,0.14873264922824442
far_los,W,wrong_uniform_clocks,2592,0.04026654510646144,-13.950556315191365,-18.795687783849317,-10.267176724724807,-13.792962958913835,0.9803875322500546,0.9798398264363368,0,-17.49734960926094,-14.064546090445972,0.14951145602759386
far_los,WM,all_dense,2592,0.04109094012074379,-13.862539223891218,-19.0094704704565,-10.063959873386688,-13.716471930366794,0.9800431935221965,0.9794785963493351,0,-17.346187394268274,-13.977552561367702,0.15145976934252103
far_los,WM,all_sparse,2592,0.046229808100199395,-13.350779093133234,-18.146976146662738,-9.268439660648509,-13.286124674303611,0.9774381760338864,0.9768835413542568,0,-16.98648984922688,-13.452767770747297,0.12734535138517536
far_los,WM,csi_32,2592,0.04109407206323421,-13.862208218199125,-19.001462570307794,-10.09174880079205,-13.716185647635399,0.9800420794583582,0.9794776865291616,0,-17.346380589103784,-13.977149496733574,0.15144197510143184
far_los,WM,csi_4,2592,0.046240407298930246,-13.349783491788152,-18.14644701805873,-9.30330595809982,-13.285195215138508,0.9774329033041284,0.9768777350367118,0,-16.985074678608363,-13.451812704272184,0.12725305257979605
far_los,WM,csi_8,2592,0.04358384135653964,-13.606744949152038,-18.67891348114933,-9.595556319945192,-13.507030990311765,0.9787461790000128,0.9781680618496728,0,-17.147207776005505,-13.718030446469738,0.136701445973197
far_los,WM,default,2592,0.04171924223098687,-13.796635884978965,-18.89414109984413,-9.89518969775078,-13.655379010834984,0.9797149246801261,0.9791362256162756,0,-17.286055308957103,-13.912389010411273,0.14661422954441833
far_los,WM,mismatched_motion,2592,0.041641107263505464,-13.8047773084169,-18.695986813250517,-9.966563037712044,-13.65984844709274,0.9798292435111977,0.979265817830505,0,-17.26460357509863,-13.917401408086928,0.14586808849925048
far_los,WM,mismatched_rgb,2592,0.04171924223098687,-13.796635884978965,-18.89414109984413,-9.89518969775078,-13.655379010834984,0.9797149246801261,0.9791362256162756,0,-17.286055308957103,-13.912389010411273,0.14661422954441833
