group,model,query_ms,targets,nmse,nmse_db,median_nmse_db,p90_nmse_db,energy_weighted_nmse_db,complex_cosine,real_cosine,zero_prediction_cosines,amplitude_nmse_db,phase_aligned_nmse_db,worst_one_pct_error_share
far_los,WM,50.0,324,0.03714108678998363,-14.301453924651835,-21.876093674928573,-10.002917754724251,-14.044138586444133,0.9814815263403152,0.9810874267405438,0,-17.56439182764352,-14.388641089526246,0.18686696586880622
far_los,WM,100.0,324,0.033399421767070565,-14.76261051917307,-19.589437808868876,-11.0550580607626,-14.558623908325677,0.9838403052308495,0.983287918372948,0,-17.984548248757974,-14.898705312077318,0.15401824250655116
far_los,WM,200.0,324,0.03913357941139745,-14.074504268878957,-18.423129664582135,-10.489839404761355,-13.900775313239308,0.9805443252814262,0.9801038048975105,0,-17.719758655515044,-14.164166114743095,0.12599548184869167
far_los,WM,300.0,324,0.03994951919547788,-13.984884431837163,-18.081322894761,-9.778901497564528,-13.893069891757953,0.9803147007303801,0.979874697334355,0,-17.95050769491098,-14.074749532598771,0.09956392556964898
far_los,WM,400.0,324,0.03875321240093017,-14.116922913467727,-17.991153716350755,-9.929189095720696,-14.076183188439757,0.9812168090815084,0.980806838686294,0,-17.91410894513798,-14.203174610173644,0.08597004087447402
far_los,WM,500.0,324,0.04560015606253232,-13.410336709982701,-17.100023652443163,-9.012928214054444,-13.449484311494736,0.9780839532429189,0.9776212304710347,0,-17.100664047780807,-13.492040194806421,0.07409300483848531
far_los,WI,10.0,324,0.053408422780053304,-12.723902471204271,-22.082828903617305,-9.631216295914694,-12.515295015035557,0.9744859323851923,0.9733905208326459,0,-15.890298579783725,-12.90349037437142,0.16141338861990037
far_los,WI,20.0,324,0.045762192593230694,-13.394931754665889,-20.965527204210158,-10.070887787582585,-13.201145607799297,0.9780595745930434,0.9772463729141933,0,-16.696234815440377,-13.547167419223118,0.19654933201796063
far_los,WI,50.0,324,0.03597962033158025,-14.439434237800622,-21.675327181047944,-10.122773408676771,-14.183292299732745,0.9820680320391545,0.9816823397397793,0,-17.70702793347389,-14.52790111361766,0.18158689317545024
far_los,WI,100.0,324,0.03275802604858221,-14.846822760824644,-19.244338624317695,-11.288020952144892,-14.632082835945067,0.9841566646770877,0.983633944426889,0,-18.09202142063692,-14.977411867219342,0.14836636288837118
far_los,WI,200.0,324,0.03849603874714701,-14.145839572126604,-18.38105332727482,-10.690975225140058,-13.958912920133518,0.9808020817778769,0.9804038405431259,0,-17.864789979286645,-14.228546074811373,0.13108455660302365
far_los,WI,300.0,324,0.038167467127932,-14.183066597748006,-18.04748213251042,-10.186692883480685,-14.072257165131631,0.9811248882231636,0.9807315486750319,0,-18.259051496792505,-14.267001777975663,0.10264743585247658
far_los,WI,400.0,324,0.036391003054259616,-14.390059736820696,-17.904063681768676,-10.369191695868762,-14.316692531984215,0.982340563785836,0.9819941911049981,0,-18.26943348463908,-14.468398023233412,0.08692284677874744
far_los,WI,500.0,324,0.04266233287152791,-13.699554000462172,-16.954670550450974,-9.876449484706068,-13.702758433087856,0.9795020957412234,0.9791215097966947,0,-17.458638469976695,-13.771867970236514,0.07591015313099948
