time_s,mean_abs_H_squared_db,los,path_count
1.622,-87.36062822664805,0,85
1.624,-87.39952212398282,0,86
1.626,-87.46783466430094,0,86
1.628,-87.54238430541702,0,85
1.63,-87.58013113104788,0,86
1.632,-87.60709002079567,0,86
1.634,-87.64880713351474,0,85
1.636,-87.704322128439,0,86
1.638,-87.74260648304906,0,86
1.64,-87.7305569029891,0,87
1.642,-87.68840743618287,0,86
1.644,-87.651088264285,0,86
1.646,-87.63739281988384,0,86
1.648,-87.62663553814596,0,86
1.65,-87.59845759044963,0,86
1.652,-87.55997466981844,0,86
1.654,-87.54251152088271,0,86
1.656,-86.42660410361233,0,87
1.658,-87.55343258404241,0,86
1.66,-87.52442093798429,0,86
1.662,-87.4726950668564,0,86
1.664,-87.54360822479521,0,86
1.666,-87.5414699532449,0,86
1.668,-87.54956594400353,0,86
1.67,-87.53948698583194,0,86
1.672,-87.51935819536561,0,86
1.674,-86.29245105684436,0,88
1.676,-87.55808927991725,0,87
1.678,-87.6079424709311,0,87
1.68,-87.6308470562812,0,87
1.682,-87.62670530157715,0,87
1.684,-87.63121600856087,0,87
1.686,-87.66314992672011,0,87
1.688,-87.70296866394466,0,87
1.69,-87.71898626259753,0,87
1.692,-86.18833390471067,0,88
1.694,-86.23847717457808,0,88
1.696,-87.70893211548463,0,87
1.698,-87.70867924004081,0,87
1.7,-87.66949190493696,0,87
1.702,-87.6017634767723,0,87
1.704,-87.53837585523144,0,87
1.706,-87.50618279684684,0,87
1.708,-87.48512117701465,0,87
1.71,-87.44595394046628,0,87
1.712,-85.90797435321646,0,88
1.714,-85.86990619490169,0,88
1.716,-85.90750968502293,0,88
1.718,-86.00452114856535,0,88
1.72,-86.1200356614009,0,88
1.722,-86.22047807540542,0,88
1.724,-86.29742447966214,0,88
1.726,-86.34293645150763,0,88
1.728,-86.34159450810337,0,87
1.73,-86.28033547144776,0,87
1.732,-86.17958227235448,0,87
1.734,-86.0882069585098,0,87
1.736,-86.04450798058798,0,87
1.738,-86.04840332886127,0,87
1.74,-86.07681897409708,0,87
1.742,-86.11410110746407,0,87
1.744,-86.16168697208613,0,87
1.746,-86.21741316639992,0,87
1.748,-86.25260043823347,0,87
1.75,-86.23167672234337,0,87
1.752,-86.14983348168762,0,87
1.754,-86.0419009358668,0,87
1.756,-85.94687523977808,0,87
1.758,-85.87651458442097,0,88
1.76,-85.83486767306864,0,88
1.762,-85.82218237837517,0,88
1.764,-85.85533894025636,0,88
1.766,-85.93985817634416,0,88
1.768,-86.0490707649967,0,88
1.77,-86.13725173536724,0,88
1.772,-86.17477442596162,0,88
1.774,-86.16698991988633,0,88
1.776,-86.13234960638236,0,88
1.778,-86.07362844574911,0,88
1.78,-85.98769682406058,0,87
1.782,-85.89089448595803,0,87
1.784,-85.82412229710107,0,87
1.786,-85.81592605014905,0,87
1.788,-85.8627290235807,0,87
1.79,-85.93126414154906,0,87
1.792,-86.06695800192779,0,87
1.794,-86.1177627514424,0,87
1.796,-86.14409112620112,0,88
1.798,-86.14123033910448,0,88
1.8,-86.08439272274501,0,88
1.802,-85.98409101615607,0,88
1.804,-85.88335932378922,0,88
1.806,-85.81945932478692,0,88
1.808,-85.80025194027542,0,89
1.81,-85.80948637386832,0,89
1.812,-85.83732663028431,0,89
1.814,-85.89179243282214,0,89
1.816,-85.97004642193792,0,89
1.818,-86.0486715299501,0,89
1.82,-86.0811166959904,0,89
1.822,-86.04547713747452,0,88
1.824,-85.9598342003328,0,89
1.826,-85.85624971088775,0,89
1.828,-85.75252947480453,0,89
1.83,-85.65525447030788,0,89
1.832,-85.5816994930438,0,89
1.834,-85.56186774359423,0,89
1.836,-85.61257289106666,0,89
1.838,-85.72048337970158,0,88
1.84,-85.83224772883793,0,88
1.842,-85.91648138044464,0,87
1.844,-85.97052053558885,0,87
1.846,-85.99673725191478,0,87
1.848,-85.99252455421748,0,88
1.85,-85.93711490421965,0,87
1.852,-85.8460146868937,0,87
1.854,-85.75703109198852,0,87
1.856,-85.61323335544627,0,87
1.858,-85.6090248908515,0,87
1.86,-85.63241370363855,0,87
1.862,-85.6671657310462,0,87
1.864,-85.71646259382197,0,87
1.866,-85.7767428101249,0,87
1.868,-85.81966521649437,0,86
1.87,-85.8114984857164,0,86
1.872,-85.74373586003624,0,86
1.874,-85.64823480303518,0,86
1.876,-85.56259341335043,0,86
1.878,-85.50216434445076,0,86
1.88,-85.46537299547437,0,86
1.882,-85.45814352003447,0,86
1.884,-85.49692731736437,0,86
1.886,-85.59146268366794,0,86
1.888,-85.71802286794372,0,86
1.89,-85.83517165310585,0,86
1.892,-85.90720919736312,0,86
1.894,-85.93237272017765,0,86
1.896,-85.9194173925016,0,86
1.898,-85.86724343671106,0,86
1.9,-85.77309003198378,0,86
1.902,-85.65783791925126,0,85
1.904,-85.5618003295679,0,85
1.906,-85.51475212663578,0,85
1.908,-85.51366611184883,0,85
1.91,-85.5340511176953,0,85
1.912,-85.56107776026126,0,85
1.914,-85.59384191022423,0,85
1.916,-85.62847754851477,0,85
1.918,-85.63966457202267,0,85
1.92,-85.70453207443455,0,82
1.922,-85.60722851448554,0,82
1.924,-85.49330348987199,0,82
1.926,-85.39700930092012,0,82
1.928,-85.33139947655462,0,82
1.93,-85.29479329482099,0,82
1.932,-85.2930304501217,0,82
1.934,-85.34312864138583,0,82
1.936,-85.44264187028246,0,82
1.938,-85.56459475981336,0,82
1.94,-85.6634834745803,0,82
1.942,-85.71079184616225,0,82
1.944,-85.71549004211704,0,82
1.946,-85.68729358496263,0,82
1.948,-85.63065753267423,0,82
1.95,-85.54096633148896,0,82
1.952,-85.43884390680022,0,82
1.954,-85.36199795537274,0,82
1.956,-85.33554759265436,0,82
1.958,-85.35384814302583,0,82
1.96,-85.39783473745959,0,82
1.962,-85.4511295892494,0,82
1.964,-85.51616297904295,0,82
1.966,-85.57663474864833,0,82
1.968,-85.60616359089684,0,82
1.97,-85.57217106681347,0,82
1.972,-85.48543968617798,0,82
1.974,-85.38206138802289,0,82
1.976,-85.29600329190029,0,82
1.978,-85.23355655924232,0,82
1.98,-85.1927661316359,0,82
1.982,-85.17988311369385,0,82
1.984,-85.21080202849421,0,84
1.986,-85.28535509158189,0,84
1.988,-85.37574073274278,0,84
1.99,-85.4486206209967,0,84
1.992,-85.48255570720913,0,84
1.994,-85.48418869291959,0,84
1.996,-85.45347329190355,0,84
1.998,-85.38324388898613,0,84
2.0,-85.27489771052134,0,84
2.002,-85.15692436418914,0,84
2.004,-85.07022637437859,0,84
2.006,-85.03676436430895,0,84
2.008,-85.04856676415358,0,84
2.01,-85.08578350572611,0,84
2.012,-85.13952716588769,0,84
2.014,-85.20940166777265,0,84
2.016,-85.28386751282483,0,84
2.018,-85.33201018776413,0,84
2.02,-85.32672627027678,0,84
2.022,-85.27224575515021,0,84
2.024,-85.19552281061277,0,84
2.026,-85.11662834999646,0,84
2.028,-85.03981610485215,0,84
2.03,-84.96964134313345,0,84
2.032,-84.92663248216263,0,84
2.034,-84.93473907288231,0,84
2.036,-84.99354471838714,0,84
2.038,-85.07799227119621,0,84
2.04,-85.1532321610577,0,84
2.042,-85.204272222118,0,84
2.044,-85.23220628450629,0,84
2.046,-85.23352174311691,0,83
2.048,-85.18978466061652,0,83
2.05,-85.10234478098967,0,83
2.052,-84.99663568545812,0,83
2.054,-84.91002559475696,0,83
2.056,-84.85778411066772,0,83
2.058,-84.83947179384776,0,83
2.06,-84.8479615394651,0,83
2.062,-84.88590588701832,0,83
2.064,-84.96193323947756,0,83
2.066,-85.05909030204677,0,83
2.068,-85.14048159292761,0,83
2.07,-85.17446930143458,0,83
2.072,-85.15716502095849,0,83
2.074,-85.1066652760018,0,83
2.076,-85.03179139149077,0,83
2.078,-84.935666303054,0,83
2.08,-84.8283328768072,0,83
2.082,-84.74149093021404,0,83
2.084,-84.69705363309001,0,83
2.086,-84.70176290680585,0,83
2.088,-84.7335272245229,0,83
2.09,-84.77436537618338,0,83
2.092,-84.82235120809145,0,83
2.094,-84.87429675002217,0,83
2.096,-84.91074011027207,0,83
2.098,-84.90466920148532,0,83
2.1,-84.84466255311008,0,83
2.102,-84.75122052103019,0,83
2.104,-84.65597209742262,0,83
2.106,-84.57445901623622,0,83
2.108,-84.50839015725917,0,83
2.11,-84.46629052273396,0,83
2.112,-84.41822532829654,0,84
2.114,-84.46788643864116,0,84
2.116,-84.55817203716353,0,84
2.118,-84.65650599371034,0,84
2.12,-84.73700280618601,0,84
2.122,-84.7931715704753,0,84
2.124,-84.82552962530738,0,83
2.126,-84.82622755177486,0,83
2.128,-84.7766058776599,0,83
2.13,-84.68416625626894,0,83
2.132,-84.57881488707629,0,83
2.134,-84.49304058767444,0,83
2.136,-84.43525449376133,0,82
2.138,-84.40687066249352,0,82
2.14,-84.4032620420537,0,82
2.142,-84.43123619073592,0,82
2.144,-84.4911532251735,0,81
2.146,-84.55788176571075,0,81
2.148,-84.60190357176663,0,81
2.15,-84.60516953734009,0,81
2.152,-84.57607439598229,0,81
2.154,-84.52474928423955,0,81
2.156,-84.45149021697212,0,82
2.158,-84.35135287813472,0,82
2.16,-84.24164706216963,0,82
2.162,-84.15245236311016,0,82
2.164,-84.10460511558136,0,82
2.166,-84.09795759373768,0,82
2.168,-84.11941184732044,0,82
2.17,-84.16064434310152,0,82
2.172,-84.22247140852237,0,82
2.174,-84.29778454855656,0,82
2.176,-84.43139679155186,0,80
2.178,-84.46173862578837,0,80
2.18,-84.44345002017769,0,80
2.182,-84.39313952236012,0,80
2.184,-84.32738095301538,0,80
2.186,-84.25439553351808,0,80
2.188,-84.17313693080358,0,80
2.19,-84.10352314410231,0,79
2.192,-84.06509258880556,0,79
2.194,-84.07205885938873,0,79
2.196,-84.11485091483439,0,79
2.198,-84.17526077735326,0,79
2.2,-84.24059130698231,0,79
2.202,-84.30940370667706,0,79
2.204,-84.37205395674198,0,79
2.206,-84.4041283783624,0,79
2.208,-84.38498366566944,0,79
2.21,-84.31514991026441,0,79
2.212,-84.21929461591066,0,78
2.214,-84.1214545204775,0,78
2.216,-84.02837409557428,0,78
2.218,-83.94157370724427,0,78
2.22,-83.87432340764602,0,78
2.222,-83.84577632196111,0,78
2.224,-83.85755890096782,0,79
2.226,-83.89958387859069,0,79
2.228,-83.94854480499714,0,79
2.23,-83.99572259873867,0,79
2.232,-84.04056866472612,0,79
2.234,-84.07342572293172,0,79
2.236,-84.07356148393127,0,79
2.238,-84.02730701943221,0,79
2.24,-83.8710140673173,0,82
2.242,-83.78143749038594,0,82
2.244,-83.7019986015249,0,82
2.246,-83.63487850646263,0,82
2.248,-83.58195635356738,0,82
2.25,-83.55183780673117,0,82
2.252,-83.55784584575375,0,82
2.254,-83.59998056073897,0,82
2.256,-83.66164045778746,0,82
2.258,-83.72206781229819,0,82
2.26,-83.77179691614187,0,82
2.262,-83.81302113941254,0,82
2.264,-83.83568222387807,0,82
2.266,-83.82391877485817,0,82
2.268,-83.77228465052173,0,81
2.27,-83.6886283770238,0,81
2.272,-83.59848383484464,0,81
2.274,-83.51905635801158,0,81
2.276,-83.45116687122449,0,81
2.278,-83.39739239866546,0,81
2.28,-83.36712120363134,0,81
2.282,-83.37350665893354,0,82
2.284,-83.41080926910719,0,82
2.286,-83.46198212695796,0,82
2.288,-83.50827280980775,0,82
2.29,-83.54225632816528,0,82
2.292,-83.56475851799854,0,83
2.294,-83.57093524211807,0,83
2.296,-83.54562156893364,0,83
2.298,-83.45670364385809,0,84
2.3,-83.36519053583159,0,84
2.302,-83.2705277166133,0,84
2.304,-83.25472646990607,0,80
2.306,-83.17775912807953,0,80
2.308,-83.11682247663029,0,80
2.31,-83.08221734766431,0,80
2.312,-83.08427182486068,0,80
2.314,-83.11929528919404,0,80
2.316,-83.17015941553977,0,80
2.318,-83.21904933270847,0,80
2.32,-83.26120213104721,0,80
2.322,-83.29649481829797,0,80
2.324,-83.31872940297913,0,80
2.326,-83.31218020504235,0,80
2.328,-83.26882859768483,0,80
2.33,-83.19841541544697,0,80
2.332,-83.12144123578159,0,80
2.334,-83.04901590871721,0,80
2.336,-82.98444750136699,0,80
2.338,-82.92920205542217,0,80
2.34,-82.89507250155383,0,80
2.342,-82.89438434583823,0,80
2.344,-82.92670806854264,0,80
2.346,-82.97718129074755,0,80
2.348,-83.03270141715436,0,80
2.35,-83.08481001390078,0,80
2.352,-83.13327294625181,0,80
2.354,-83.16485852513209,0,79
2.356,-83.17451671879054,0,79
2.358,-83.14729866301514,0,79
2.36,-83.0920177992719,0,79
2.362,-83.02210737482953,0,79
2.364,-82.9484374503845,0,78
2.366,-82.87041943685855,0,77
2.368,-82.79391633569402,0,77
2.37,-82.7328922168274,0,77
2.372,-82.70230983631107,0,77
2.374,-82.7053704486415,0,77
2.376,-82.73224879975098,0,77
2.378,-82.77107042097262,0,77
2.38,-82.8174538938775,0,77
2.382,-82.87109261319256,0,77
2.384,-82.92250584683882,0,77
2.386,-82.95606664324124,0,77
2.388,-82.95820038791939,0,77
2.39,-82.92973190798409,0,77
2.392,-82.88045327696808,0,77
2.394,-82.81714388389368,0,77
2.396,-82.7370274818615,0,77
2.398,-82.64616456914366,0,77
2.4,-82.55538780668971,0,77
2.402,-82.4839125410696,0,77
2.404,-82.43829752895289,0,77
2.406,-82.41485496387382,0,77
2.408,-82.40819919670969,0,77
2.41,-82.41822382297553,0,77
2.412,-82.44644999299432,0,77
2.414,-82.4862761422178,0,77
2.416,-82.52188628178163,0,77
2.418,-82.53900072428557,0,77
2.42,-82.53531261964368,0,77
2.422,-82.51551482527461,0,77
2.424,-82.48049544804161,0,77
2.426,-82.42462136585432,0,77
2.428,-82.3456951183471,0,77
2.43,-82.25432859246972,0,76
2.432,-82.16770304728895,0,76
2.434,-82.09629499801889,0,76
2.436,-82.04083838777919,0,76
2.438,-81.99994678203112,0,76
2.44,-81.97749184917754,0,76
2.442,-82.03322985901085,0,75
2.444,-82.06144287577764,0,75
2.446,-82.10434849811952,0,75
2.448,-82.14819507216482,0,75
2.45,-82.18510201052794,0,75
2.452,-82.21750498354683,0,76
2.454,-82.24046960955957,0,76
2.456,-82.24671992522067,0,76
2.458,-82.22556787297131,0,76
2.46,-82.17938742962264,0,76
2.462,-82.11907067535148,0,76
2.464,-82.05386947500097,0,75
2.466,-81.9848093561678,0,75
2.468,-81.91466621287718,0,75
2.47,-81.84880520632166,0,75
2.472,-81.80142513682168,0,75
2.474,-81.7788823647791,0,75
2.476,-81.77825405870962,0,75
2.478,-81.79356812702397,0,75
2.48,-81.81798455796759,0,75
2.482,-81.85363214698236,0,75
2.484,-81.8993813026931,0,75
2.486,-81.94655938030326,0,75
2.488,-81.98094736066685,0,75
2.49,-81.99644128842596,0,75
2.492,-81.99271571132095,0,75
2.494,-81.97554416663269,0,75
2.496,-81.94187061372062,0,75
2.498,-81.88919644415036,0,75
2.5,-81.81813495740073,0,75
2.502,-81.74149313669771,0,75
2.504,-81.65862330808329,0,76
2.506,-81.5999854431582,0,76
2.508,-81.55199541812246,0,76
2.51,-81.51462459297755,0,76
2.512,-81.49274291332526,0,76
2.514,-81.49104303132434,0,76
2.516,-81.50716876267856,0,76
2.518,-81.5325454077707,0,76
2.52,-81.55939816542588,0,76
2.522,-81.58562078977822,0,76
2.524,-81.6113129910357,0,76
2.526,-81.63219999772687,0,76
2.528,-81.63878803779446,0,76
2.53,-81.62399055360787,0,76
2.532,-81.58970404321862,0,76
2.534,-81.54184413715501,0,76
2.536,-81.4853631080696,0,76
2.538,-81.42008893668816,0,76
2.54,-81.34723531232356,0,76
2.542,-81.2729047216345,0,76
2.544,-81.20798979028655,0,76
2.546,-81.15800383443298,0,76
2.548,-81.12140130260718,0,76
2.55,-81.0950086330192,0,76
2.552,-81.07760370118697,0,76
2.554,-81.07481218277583,0,76
2.556,-81.08555241639002,0,76
2.558,-81.10523405119463,0,76
2.56,-81.12511787059714,0,76
2.562,-81.13948136749286,0,76
2.564,-81.14928237251829,0,76
2.566,-81.15362511064289,0,76
2.568,-81.15037412968887,0,75
2.57,-81.12816508660394,0,75
2.572,-81.08885052659531,0,75
2.574,-81.03613178986001,0,75
2.576,-80.97811049332152,0,75
2.578,-80.9171736247089,0,75
2.58,-80.85378264410281,0,75
2.582,-80.78757084284612,0,75
2.584,-80.72528472359099,0,75
2.586,-80.67376748092502,0,75
2.588,-80.63546109259079,0,75
2.59,-80.60670201338597,0,75
2.592,-80.58972756057165,0,76
2.594,-80.5779272589873,0,76
2.596,-80.57431558848032,0,75
2.598,-80.58661072092839,0,75
2.6,-80.60492115886,0,74
2.602,-80.62139592373542,0,74
2.604,-80.63351846356115,0,74
2.606,-80.64243059318933,0,74
2.608,-80.64620179832534,0,74
2.61,-80.64117123710403,0,74
2.612,-80.62117678632282,0,75
2.614,-80.58832011199654,0,75
2.616,-80.54503718935308,0,75
2.618,-80.49758088656269,0,75
2.62,-80.44490845823697,0,75
2.622,-80.385753246098,0,75
2.624,-80.32220636978728,0,75
2.626,-80.2586794602813,0,75
2.628,-80.20259574174142,0,75
2.63,-80.15534139176916,0,75
2.632,-80.11578794361682,0,75
2.634,-80.08180102624495,0,75
2.636,-80.05547343367547,0,77
2.638,-80.04152972293326,0,77
2.64,-80.03857271741512,0,77
2.642,-80.04255257537349,0,77
2.644,-80.04753451232523,0,77
2.646,-80.05286423450474,0,77
2.648,-80.0591433223137,0,77
2.65,-80.0660334262676,0,77
2.652,-80.06964352646669,0,77
2.654,-80.06396361893613,0,77
2.656,-80.0477297806731,0,77
2.658,-80.02254335402935,0,77
2.66,-79.99062314463707,0,77
2.662,-79.95121513290738,0,77
2.664,-79.90268617665295,0,77
2.666,-79.84499884318073,0,77
2.668,-79.78248738432917,0,77
2.67,-79.72053760238592,0,77
2.672,-79.6614783854163,0,77
2.674,-79.6052399568361,0,77
2.676,-79.55127786876656,0,76
2.678,-79.50215094713393,0,76
2.68,-79.46089032811085,0,76
2.682,-79.42912562781287,0,76
2.684,-79.4056119610647,0,76
2.686,-79.38769192492772,0,76
2.688,-79.37380114963352,0,76
2.69,-79.36605271907554,0,76
2.692,-79.36496300693148,0,76
2.694,-79.36754124199112,0,76
2.696,-79.36928838730472,0,76
2.698,-79.36759495293988,0,76
2.7,-79.36203380699381,0,76
2.702,-79.35331062424144,0,76
2.704,-79.3403854065038,0,76
2.706,-79.31993679949568,0,76
2.708,-79.28989226734504,0,76
2.71,-79.2512569937299,0,76
2.712,-79.2071516070952,0,76
2.714,-79.15972537470238,0,76
2.716,-79.10829017770402,0,76
2.718,-79.05162386761144,0,76
2.72,-78.99072170615102,0,76
2.722,-78.92908822503206,0,76
2.724,-78.87017238896631,0,76
2.726,-78.81472840176686,0,76
2.728,-78.76208678503373,0,76
2.73,-78.7121835438918,0,76
2.732,-78.66671723522859,0,76
2.734,-78.62829680289356,0,76
2.736,-78.59752327068253,0,76
2.738,-78.57208833297096,0,76
2.74,-78.54965835660832,0,76
2.742,-78.53012403909013,0,76
2.744,-78.5143080188947,0,76
2.746,-78.50298690465657,0,76
2.748,-78.49406583537407,0,76
2.75,-78.48551659676475,0,78
2.752,-78.47389087774081,0,78
2.754,-78.45960852437992,0,79
2.756,-77.99262239909811,0,80
2.758,-77.97617951142131,0,80
2.76,-77.9585099641502,0,80
2.762,-77.93722404257137,0,80
2.764,-77.91145307029923,0,80
2.766,-77.88271903021845,0,80
2.768,-77.85099834968429,0,80
2.77,-77.8148514187217,0,80
2.772,-77.77288757485414,0,80
2.774,-77.72427086577521,0,80
2.776,-77.67173156585739,0,80
2.778,-77.61799425953298,0,80
2.78,-77.5638162799155,0,80
2.782,-77.50481638206863,0,81
2.784,-77.45118903599464,0,81
2.786,-77.4001647459059,0,81
2.788,-77.35468327355254,0,81
2.79,-77.31659289029457,0,81
2.792,-77.28472204561727,0,81
2.794,-77.25768661474491,0,81
2.796,-77.23422281641143,0,81
2.798,-77.21425327236376,0,81
2.8,-77.19812335460406,0,81
2.802,-77.52109326730871,0,80
2.804,-77.5044613522655,0,80
2.806,-77.48800812407008,0,80
2.808,-77.47167136317911,0,80
2.81,-77.45676722786092,0,80
2.812,-77.44344141404304,0,80
2.814,-77.42947798707674,0,80
2.816,-77.41315111773501,0,80
2.818,-77.39358211898379,0,80
2.82,-77.37217021385752,0,80
2.822,-77.3492483634469,0,80
2.824,-77.3246888262458,0,80
2.826,-77.29715305389045,0,80
2.828,-77.26471448892296,0,80
2.83,-77.2282744415526,0,80
2.832,-77.1897889996985,0,80
2.834,-77.1508339406751,0,80
2.836,-77.11030848793992,0,80
2.838,-77.0670053990375,0,80
2.84,-77.02064629020197,0,80
2.842,-76.97244106587925,0,80
2.844,-76.92476962018885,0,80
2.846,-76.87699476326561,0,80
2.848,-76.8291813164883,0,80
2.85,-76.77983189320432,0,80
2.852,-76.73283761625385,0,80
2.854,-76.68569835466224,0,80
2.856,-76.64644718000173,0,80
2.858,-77.21604765291461,0,79
2.86,-76.55365459497557,1,80
2.862,-76.51951815754146,1,80
2.864,-76.48470545370712,1,80
2.866,-76.45308265372162,1,80
2.868,-76.42384452466551,1,80
2.87,-76.39849283535425,1,80
2.872,-76.37347034138428,1,80
2.874,-76.3493888339435,1,80
2.876,-76.32771125922302,1,80
2.878,-76.30754130191482,1,80
2.88,-76.46911659999793,1,82
2.882,-76.31056552428969,1,82
2.884,-76.1200924702158,1,82
2.886,-75.97637125165592,1,82
2.888,-75.93086637817993,1,82
2.89,-75.99264031072418,1,82
2.892,-76.12666421835178,1,82
2.894,-76.26221974757843,1,82
2.896,-76.32453150476861,1,83
2.898,-76.2601286527217,1,84
2.9,-76.01373467119461,1,85
2.902,-75.8316995967169,1,85
2.904,-75.68463797277242,1,85
2.906,-75.6210146301497,1,85
2.908,-75.65254813952808,1,85
2.91,-75.75165320989376,1,85
2.912,-75.9454106964818,1,84
2.914,-75.91109611875211,1,85
2.916,-75.85742861942092,1,85
2.918,-75.70621331396075,1,85
2.92,-75.5096983108179,1,85
2.922,-75.33731801969844,1,85
2.924,-75.24108317571715,1,85
2.926,-75.23984645537541,1,85
2.928,-75.31506311463103,1,85
2.93,-75.41499292839524,1,85
2.932,-75.47549271724102,1,85
2.934,-75.44551768518494,1,85
2.936,-75.31593049062207,1,85
2.938,-75.1918293266079,1,84
2.94,-75.00144676754807,1,84
2.942,-74.8713191115193,1,84
2.944,-74.78806387065038,1,84
2.946,-74.90139261755996,1,83
2.948,-74.94457155938987,1,84
2.95,-75.0404045580513,1,84
2.952,-75.13014487041968,1,82
2.954,-75.04288954448903,1,83
2.956,-74.89691194578917,1,83
2.958,-74.72271948659865,1,84
2.96,-74.57913567199424,1,84
2.962,-74.50835340875497,1,84
2.964,-74.52353248395903,1,84
2.966,-74.60913628125186,1,84
2.968,-74.72304977558535,1,84
2.97,-74.80911494390672,1,84
2.972,-74.8212298239725,1,84
2.974,-74.746026385079,1,84
2.976,-74.60820217001192,1,84
2.978,-74.45870123989155,1,84
2.98,-74.34897115792342,1,83
2.982,-74.30974310067376,1,83
2.984,-74.34552077599616,1,83
2.986,-74.43583179412482,1,83
2.988,-74.54351331489521,1,82
2.99,-74.60538611227969,1,83
2.992,-74.60201657459011,1,83
2.994,-74.52545077877252,1,83
2.996,-74.40166042972963,1,83
2.998,-74.27394399164379,1,83
3.0,-74.1822722955454,1,83
3.002,-74.15042168906976,1,83
3.004,-74.17906356816766,1,83
3.006,-74.24824210036944,1,83
3.008,-74.32216670081394,1,83
3.01,-74.35744048838376,1,82
3.012,-74.33697683592739,1,82
3.014,-74.26077048183112,1,83
3.016,-74.13563046143862,1,82
3.018,-74.01958196208858,1,83
3.02,-73.9276697419671,1,83
3.022,-73.88568361954512,1,83
3.024,-73.89580804002266,1,83
3.026,-73.9421061052943,1,83
3.028,-73.9969407820597,1,83
3.03,-74.02621293522999,1,83
3.032,-74.00645479767141,1,83
3.034,-73.93197439028013,1,84
3.036,-73.81748629946189,1,84
3.038,-73.69407270281003,1,84
3.04,-73.58278403479386,1,82
3.042,-73.52088716792547,1,82
3.044,-73.51784903561465,1,83
3.046,-73.54477298219618,1,83
3.048,-73.59034069493282,1,83
3.05,-73.62456648672872,1,83
3.052,-73.62433515809568,1,84
3.054,-73.5729503887687,1,84
3.056,-73.47753704943253,1,84
3.058,-73.36036876639396,1,84
3.06,-73.24855981027882,1,84
3.062,-73.16683560275807,1,84
3.064,-73.12912291110635,1,84
3.066,-73.13495815027244,1,84
3.068,-73.17135791295021,1,84
3.07,-73.21540614892629,1,84
3.072,-73.2347511592098,1,85
3.074,-73.22180347031654,1,85
3.076,-73.1620429629132,1,85
3.078,-73.06417797148212,1,85
3.08,-72.95111870731104,1,86
3.082,-72.84836589876625,1,86
3.084,-72.77669640386947,1,86
3.086,-72.73706831680676,1,85
3.088,-72.7497905797786,1,85
3.09,-72.8006564464105,1,86
3.092,-72.8338615374461,1,85
3.094,-72.8607866350589,1,85
3.096,-72.86203074349453,1,86
3.098,-72.80903708455334,1,86
3.1,-72.72200606412453,1,86
3.102,-72.62067032494768,1,86
3.104,-72.51561910399927,1,85
3.106,-72.4604064231314,1,86
3.108,-72.43073096687,1,86
3.11,-72.42614516250677,1,85
3.112,-72.47029097373706,1,85
3.114,-72.50960662509031,1,85
3.116,-72.53593315504618,1,85
3.118,-72.52284687492617,1,84
3.12,-72.48584082587446,1,84
3.122,-72.41952976413421,1,84
3.124,-72.34700579757275,1,86
3.126,-72.26245135880237,1,86
3.128,-72.19414261757285,1,86
3.13,-72.15415523210294,1,86
3.132,-72.14370384771344,1,86
3.134,-72.14677207378902,1,85
3.136,-72.18737272183374,1,86
3.138,-72.21394331303863,1,86
3.14,-72.22446608819361,1,85
3.142,-72.21014808609111,1,85
3.144,-72.16610056843636,1,85
3.146,-72.08681414982757,1,84
3.148,-72.0233700701996,1,85
3.15,-71.94943795133783,1,85
3.152,-71.89090560948362,1,85
3.154,-71.84404417830598,1,84
3.156,-71.8446598302172,1,85
3.158,-71.85498905822413,1,85
3.16,-71.87752589922746,1,84
3.162,-71.88570092104658,1,82
3.164,-71.90418432842768,1,83
3.166,-71.88900475321614,1,83
3.168,-71.84903593950054,1,83
3.17,-71.78821358998971,1,83
3.172,-71.70338063066335,1,82
3.174,-71.63089826360724,1,82
3.176,-71.5831512164391,1,83
3.178,-71.54473884807783,1,83
3.18,-71.52959693516878,1,83
3.182,-71.53644975871782,1,83
3.184,-71.54438930528488,1,82
3.186,-71.57557293266456,1,83
3.188,-71.58440019369098,1,83
3.19,-71.57468044054642,1,83
3.192,-71.5406371778204,1,83
3.194,-71.47508311984254,1,82
3.196,-71.41795913909019,1,83
3.198,-71.34877184191163,1,83
3.2,-71.29606019701795,1,82
3.202,-71.2561644738763,1,82
3.204,-71.22702127788155,1,81
3.206,-71.23496757575614,1,82
3.208,-71.23832064012171,1,80
3.21,-71.26347594728658,1,81
3.212,-71.27363690824728,1,81
3.214,-71.26987692098625,1,81
3.216,-71.24842728328812,1,81
3.218,-71.19959277884897,1,80
3.22,-71.14491510635784,1,80
3.222,-71.09234548876303,1,81
3.224,-71.03387867011247,1,81
3.226,-70.98608956102075,1,81
3.228,-70.95343289079398,1,81
3.23,-70.93835613039339,1,81
3.232,-70.93761648476902,1,81
3.234,-70.947098089332,1,81
3.236,-70.95857894082384,1,81
3.238,-70.96431643614756,1,81
3.24,-70.9589412761692,1,81
3.242,-70.93670221654494,1,80
3.244,-70.89851576086822,1,80
3.246,-70.84693679116079,1,80
3.248,-70.79071390817057,1,80
3.25,-70.78538184143329,1,78
3.252,-70.73165690862791,1,78
3.254,-70.7100728514751,1,78
3.256,-70.68857108468399,1,78
3.258,-70.66707895046746,1,78
3.26,-70.64568802443769,1,78
3.262,-70.62415296716256,1,78
3.264,-70.60275601337501,1,78
