route,time_s,mean_abs_H_squared_db,los
site_01_route_00,3.894,-70.80857683823888,1
site_01_route_00,3.896,-70.78698221282023,1
site_01_route_00,3.898,-70.79244519483426,1
site_01_route_00,3.9,-70.8245273478294,1
site_01_route_00,3.902,-70.87453353901171,1
site_01_route_00,3.904,-70.93057259891975,1
site_01_route_00,3.906,-70.97029840123854,1
site_01_route_00,3.908,-70.98340417591956,1
site_01_route_00,3.91,-70.96554522494343,1
site_01_route_00,3.912,-70.92296086887488,1
site_01_route_00,3.914,-70.86982987671398,1
site_01_route_00,3.916,-70.82292677525092,1
site_01_route_00,3.918,-70.7899480891057,1
site_01_route_00,3.92,-70.79710088723407,1
site_01_route_00,3.922,-70.83344422247424,1
site_01_route_00,3.924,-70.88875911875101,1
site_01_route_00,3.926,-70.94656077620687,1
site_01_route_00,3.928,-70.98898357509805,1
site_01_route_00,3.93,-71.00256916644672,1
site_01_route_00,3.932,-70.98347659350995,1
site_01_route_00,3.934,-70.93912135404759,1
site_01_route_00,3.936,-70.8849877837766,1
site_01_route_00,3.938,-70.83969494719182,1
site_01_route_00,3.94,-70.81720662873568,1
site_01_route_00,3.942,-70.82519732548147,1
site_01_route_00,3.944,-70.86160696866796,1
site_01_route_00,3.946,-70.91472531276354,1
site_01_route_00,3.948,-70.96893738392797,1
site_01_route_00,3.95,-71.00661962703599,1
site_01_route_00,3.952,-71.01472336737825,1
site_01_route_00,3.954,-70.99234960347543,1
site_01_route_00,3.956,-70.9475121167734,1
site_01_route_00,3.958,-70.89641945847517,1
site_01_route_00,3.96,-70.8568857032688,1
site_01_route_00,3.962,-70.84223902696189,1
site_01_route_00,3.964,-70.85807847925713,1
site_01_route_00,3.966,-70.89835054667832,1
site_01_route_00,3.968,-70.96131643109265,1
site_01_route_00,3.97,-71.01397963055439,1
site_01_route_00,3.972,-71.04608054864897,1
site_01_route_00,3.974,-71.04347414491652,1
site_01_route_00,3.976,-71.01370179364162,1
site_01_route_00,3.978,-70.96414438870349,1
site_01_route_00,3.98,-70.96130166955157,1
site_01_route_00,3.982,-70.92383318189819,1
site_01_route_00,3.984,-70.9143997812042,1
site_01_route_00,3.986,-70.93662517172562,1
site_01_route_00,3.988,-70.9840827378982,1
site_01_route_00,3.99,-71.04214616658442,1
site_01_route_00,3.992,-71.09186086982668,1
site_01_route_00,3.994,-71.11646218006939,1
site_01_route_00,3.996,-71.10760058705554,1
site_01_route_00,3.998,-71.06845376027817,1
site_01_route_00,4.0,-71.01283206017717,1
site_01_route_01,0.0,-70.77402270668186,1
site_01_route_01,0.002,-70.66578152143856,1
site_01_route_01,0.004,-70.847687136469,1
site_01_route_01,0.006,-70.85986750863457,1
site_01_route_01,0.008,-70.95236986843462,1
site_01_route_01,0.01,-70.98914437744006,1
site_01_route_01,0.012,-70.99144755621617,1
site_01_route_01,0.014,-70.95798644145059,1
site_01_route_01,0.016,-70.90314012344689,1
site_01_route_01,0.018,-70.84972266244873,1
site_01_route_01,0.02,-70.81947097551095,1
site_01_route_01,0.022,-70.82395594335497,1
site_01_route_01,0.024,-70.86556224270316,1
site_01_route_01,0.026,-70.91839694259897,1
site_01_route_01,0.028,-70.96429831836224,1
site_01_route_01,0.03,-70.98192809489747,1
site_01_route_01,0.032,-70.96194613566036,1
site_01_route_01,0.034,-70.91215204210732,1
site_01_route_01,0.036,-70.85210386597124,1
site_01_route_01,0.038,-70.80667272092232,1
site_01_route_01,0.04,-70.79396257495046,1
site_01_route_01,0.042,-70.81882758826663,1
site_01_route_01,0.044,-70.87087433832131,1
site_01_route_01,0.046,-70.92827664820857,1
site_01_route_01,0.048,-70.96548062668758,1
site_01_route_01,0.05,-70.96536163152437,1
site_01_route_01,0.052,-70.92570144647769,1
site_01_route_01,0.054,-70.862017638961,1
site_01_route_01,0.056,-70.80006706276217,1
site_01_route_01,0.058,-70.76382786780691,1
site_01_route_01,0.06,-70.76674737069307,1
site_01_route_01,0.062,-70.80719870609799,1
site_01_route_01,0.064,-70.86316713027414,1
site_01_route_01,0.066,-70.91296560736092,1
site_01_route_01,0.068,-70.94903928756091,1
site_01_route_01,0.07,-70.93116331706167,1
site_01_route_01,0.072,-70.87530632046392,1
site_01_route_01,0.074,-70.80386337592068,1
site_01_route_01,0.076,-70.74404624129043,1
site_01_route_01,0.078,-70.72124694857679,1
site_01_route_01,0.08,-70.73997848690206,1
site_01_route_01,0.082,-70.79268851907901,1
site_01_route_01,0.084,-70.8563996421692,1
site_01_route_01,0.086,-70.90348394034453,1
site_01_route_01,0.088,-70.91232004139613,1
site_01_route_01,0.09,-70.87831885679448,1
site_01_route_01,0.092,-70.81542436349743,1
site_01_route_01,0.094,-70.74996418569057,1
site_01_route_01,0.096,-70.70749446168738,1
site_01_route_01,0.098,-70.70375528801682,1
site_01_route_01,0.1,-70.73846211028086,1
site_01_route_01,0.102,-70.79611415125241,1
site_01_route_01,0.104,-70.85130952894059,1
site_01_route_01,0.106,-70.87570766057871,1
site_01_route_01,0.108,-70.86340130642552,1
site_01_route_01,0.11,-70.8163589478434,1
site_01_route_01,0.112,-70.75439735559345,1
site_01_route_01,0.114,-70.7031684980485,1
site_01_route_01,0.116,-70.68244654238002,1
site_01_route_01,0.118,-70.69955071769155,1
site_01_route_01,0.12,-70.74652662883501,1
site_01_route_01,0.122,-70.80327113159689,1
site_01_route_01,0.124,-70.84517385110813,1
site_01_route_01,0.126,-70.85389946368117,1
site_01_route_01,0.128,-70.73612769292025,1
site_01_route_01,0.13,-70.74271748982068,1
site_01_route_01,0.132,-70.67902112041041,1
site_01_route_01,0.134,-70.68459297311377,1
site_01_route_01,0.136,-70.68167464268934,1
site_01_route_01,0.138,-70.72395904132046,1
site_01_route_01,0.14,-70.77605585971237,1
site_01_route_01,0.142,-70.82792855082548,1
site_01_route_01,0.144,-70.85829206184906,1
site_01_route_01,0.146,-70.85223233904392,1
site_01_route_01,0.148,-70.8136716321489,1
site_01_route_01,0.15,-70.75787231348596,1
site_01_route_01,0.152,-70.70838026782597,1
site_01_route_01,0.154,-70.6847314125275,1
site_01_route_01,0.156,-70.69585196913334,1
site_01_route_01,0.158,-70.73689778723906,1
site_01_route_01,0.16,-70.79201265206713,1
site_01_route_01,0.162,-70.83847199367455,1
site_01_route_01,0.164,-70.85685003725007,1
site_01_route_01,0.166,-70.84090220434126,1
site_01_route_01,0.168,-70.79650809556598,1
site_01_route_01,0.17,-70.7421089968978,1
site_01_route_01,0.172,-70.69993166470958,1
site_01_route_01,0.174,-70.6860321669425,1
site_01_route_01,0.176,-70.7055390504031,1
site_01_route_01,0.178,-70.75052009920643,1
site_01_route_01,0.18,-70.80315104179458,1
site_01_route_01,0.182,-70.84228332751255,1
site_01_route_01,0.184,-70.85193314220984,1
site_01_route_01,0.186,-70.82847219986975,1
site_01_route_01,0.188,-70.78246386151717,1
site_01_route_01,0.19,-70.73339441553058,1
site_01_route_01,0.192,-70.70581469756013,1
site_01_route_01,0.194,-70.70078594061785,1
site_01_route_01,0.196,-70.72137804607156,1
site_01_route_01,0.198,-70.75007960621994,1
site_01_route_01,0.2,-70.76252577565096,1
site_01_route_01,0.202,-70.79031980338868,1
site_01_route_01,0.204,-70.7896604596047,1
site_01_route_01,0.206,-70.76150310483405,1
site_01_route_01,0.208,-70.71813775784688,1
site_01_route_01,0.21,-70.67852542834403,1
site_01_route_01,0.212,-70.66005444708321,1
site_01_route_01,0.214,-70.6695350679723,1
site_01_route_01,0.216,-70.70925857139815,1
site_01_route_01,0.218,-70.75614952366757,1
site_01_route_01,0.22,-70.79615451278056,1
site_01_route_01,0.222,-70.81254578549958,1
site_01_route_01,0.224,-70.79828680102975,1
site_01_route_01,0.226,-70.7573016929101,1
site_01_route_01,0.228,-70.70955670864029,1
site_01_route_01,0.23,-70.67246783672567,1
site_01_route_01,0.232,-70.66044963387805,1
site_01_route_01,0.234,-70.680265629603,1
site_01_route_01,0.236,-70.71954395025621,1
site_01_route_01,0.238,-70.7619532653325,1
site_01_route_01,0.24,-70.79565236109559,1
site_01_route_01,0.242,-70.79752756911137,1
site_01_route_01,0.244,-70.77249200786247,1
site_01_route_01,0.246,-70.72907840453497,1
site_01_route_01,0.248,-70.68573446872821,1
site_01_route_01,0.25,-70.66249674536265,1
site_01_route_01,0.252,-70.66621572594886,1
site_01_route_01,0.254,-70.69577900419542,1
site_01_route_01,0.256,-70.75147447771728,1
site_01_route_01,0.258,-70.79369625926033,1
site_01_route_01,0.26,-70.81273075516881,1
site_01_route_01,0.262,-70.7990234262653,1
site_01_route_01,0.264,-70.75693506423009,1
site_01_route_01,0.266,-70.70289597137754,1
site_01_route_01,0.268,-70.65776968143776,1
site_01_route_01,0.27,-70.63390995509057,1
site_01_route_01,0.272,-70.6468460673789,1
site_01_route_01,0.274,-70.68821395770973,1
site_01_route_01,0.276,-70.74019816985353,1
site_01_route_01,0.278,-70.78128103993419,1
site_01_route_01,0.28,-70.79350093857542,1
site_01_route_01,0.282,-70.77093404756764,1
site_01_route_01,0.284,-70.72203973669785,1
site_01_route_01,0.286,-70.66577572692195,1
site_01_route_01,0.288,-70.62341893794918,1
site_01_route_01,0.29,-70.60827597562545,1
site_01_route_01,0.292,-70.62716609406633,1
site_01_route_01,0.294,-70.6693310905857,1
site_01_route_01,0.296,-70.71664870359501,1
site_01_route_01,0.298,-70.75038370036697,1
site_01_route_01,0.3,-70.75236836829829,1
site_01_route_01,0.302,-70.7206355794643,1
site_01_route_01,0.304,-70.67347694979043,1
site_01_route_01,0.306,-70.6211791817289,1
site_01_route_01,0.308,-70.58912892325088,1
site_01_route_01,0.31,-70.58589598188635,1
site_01_route_01,0.312,-70.61051718172911,1
site_01_route_01,0.314,-70.65349301462327,1
site_01_route_01,0.316,-70.69202738358922,1
site_01_route_01,0.318,-70.70834781120861,1
site_01_route_01,0.32,-70.7002882744278,1
site_01_route_01,0.322,-70.66435688125014,1
site_01_route_01,0.324,-70.61710207750993,1
site_01_route_01,0.326,-70.57682557679286,1
site_01_route_01,0.328,-70.55845260021302,1
site_01_route_01,0.33,-70.56106287469495,1
site_01_route_01,0.332,-70.59230601248954,1
site_01_route_01,0.334,-70.63156776316946,1
site_01_route_01,0.336,-70.66116635717226,1
site_01_route_01,0.338,-70.66764528866133,1
site_01_route_01,0.34,-70.64725647692286,1
site_01_route_01,0.342,-70.60781000816142,1
site_01_route_01,0.344,-70.56496754135104,1
site_01_route_01,0.346,-70.5352925272783,1
site_01_route_01,0.348,-70.52994861823143,1
site_01_route_01,0.35,-70.55030097772378,1
site_01_route_01,0.352,-70.58776765874954,1
site_01_route_01,0.354,-70.62468883166528,1
site_01_route_01,0.356,-70.64846141436958,1
site_01_route_01,0.358,-70.64645448703448,1
site_01_route_01,0.36,-70.61860641233872,1
site_01_route_01,0.362,-70.57695618928935,1
site_01_route_01,0.364,-70.5353390913209,1
site_01_route_01,0.366,-70.50952196258356,1
site_01_route_01,0.368,-70.5121974151356,1
site_01_route_01,0.37,-70.5368953241175,1
site_01_route_01,0.372,-70.57699820714086,1
site_01_route_01,0.374,-70.61498165364712,1
site_01_route_01,0.376,-70.63529339640495,1
site_01_route_01,0.378,-70.63098889555867,1
site_01_route_01,0.38,-70.6016494195837,1
site_01_route_01,0.382,-70.55973891904233,1
site_01_route_01,0.384,-70.26752287067703,1
site_01_route_01,0.386,-70.25086672507416,1
site_01_route_01,0.388,-70.51567468115577,1
site_01_route_01,0.39,-70.54418933791314,1
site_01_route_01,0.392,-70.58269296821352,1
site_01_route_01,0.394,-70.61549023315665,1
site_01_route_01,0.396,-70.62885687690076,1
site_01_route_01,0.398,-70.61403603905822,1
site_01_route_01,0.4,-70.5817204201498,1
site_01_route_01,0.402,-70.54150894900638,1
site_01_route_01,0.404,-70.50860437108865,1
site_01_route_01,0.406,-70.49505876234362,1
site_01_route_01,0.408,-70.50535573333832,1
site_01_route_01,0.41,-70.57618171756603,1
site_01_route_01,0.412,-70.61427769006245,1
site_01_route_01,0.414,-70.64439139712802,1
site_01_route_01,0.416,-70.65490175916054,1
site_01_route_01,0.418,-70.64203737194754,1
site_01_route_01,0.42,-70.61187183477887,1
site_01_route_01,0.422,-70.577337767246,1
site_01_route_01,0.424,-70.5526344458681,1
site_01_route_01,0.426,-70.54853601514621,1
site_01_route_01,0.428,-70.56613946199744,1
site_01_route_01,0.43,-70.59902300766453,1
site_01_route_01,0.432,-70.63588433273225,1
site_01_route_01,0.434,-70.66056655207785,1
site_01_route_01,0.436,-70.66435240282797,1
site_01_route_01,0.438,-70.64562998485412,1
site_01_route_01,0.44,-70.61256037175245,1
site_01_route_01,0.442,-70.57935662260009,1
site_01_route_01,0.444,-70.55889836849074,1
site_01_route_01,0.446,-70.55945028821854,1
site_01_route_01,0.448,-70.5946946233748,1
site_01_route_01,0.45,-70.63020719990251,1
site_01_route_01,0.452,-70.66477845117787,1
site_01_route_01,0.454,-70.68716664907686,1
site_01_route_01,0.456,-70.6811284302418,1
site_01_route_01,0.458,-70.65397615507476,1
site_01_route_01,0.46,-70.61740490567684,1
site_01_route_01,0.462,-70.58597365198877,1
site_01_route_01,0.464,-70.57297159223789,1
site_01_route_01,0.466,-70.58302656565743,1
site_01_route_01,0.468,-70.61305232642049,1
site_01_route_01,0.47,-70.65097004044986,1
site_01_route_01,0.472,-70.68168920811651,1
site_01_route_01,0.474,-70.6939308781905,1
site_01_route_01,0.476,-70.68096203094312,1
site_01_route_01,0.478,-70.60641743362685,1
site_01_route_01,0.48,-70.57057108986201,1
site_01_route_01,0.482,-70.5852322420054,1
site_01_route_01,0.484,-70.57784070451726,1
site_01_route_01,0.486,-70.59363271224812,1
site_01_route_01,0.488,-70.62659105737355,1
site_01_route_01,0.49,-70.66292318555332,1
site_01_route_01,0.492,-70.68953030336928,1
site_01_route_01,0.494,-70.69528028847492,1
site_01_route_01,0.496,-70.67640075620731,1
site_01_route_01,0.498,-70.64278130056407,1
site_01_route_01,0.5,-70.60663650021294,1
site_01_route_01,0.502,-70.58263855509857,1
site_01_route_01,0.504,-70.58049106835564,1
site_01_route_01,0.506,-70.60034125934902,1
site_01_route_01,0.508,-70.63509877351154,1
site_01_route_01,0.51,-70.6709265579033,1
site_01_route_01,0.512,-70.69051695483375,1
site_01_route_01,0.514,-70.69021606177948,1
site_01_route_01,0.516,-70.66730966124425,1
site_01_route_01,0.518,-70.63093112650324,1
site_01_route_01,0.52,-70.5950946524593,1
site_01_route_01,0.522,-70.57343594717776,1
site_01_route_01,0.524,-70.57436970260682,1
site_01_route_01,0.526,-70.59526749869976,1
site_01_route_01,0.528,-70.6283048446074,1
site_01_route_01,0.53,-70.65995977047515,1
site_01_route_01,0.532,-70.67705653281821,1
site_01_route_01,0.534,-70.60827633420138,1
site_01_route_01,0.536,-70.58634787685571,1
site_01_route_01,0.538,-70.55544921797734,1
site_01_route_01,0.54,-70.52776387014526,1
site_01_route_01,0.542,-70.51407182508429,1
site_01_route_01,0.544,-70.51917888612384,1
site_01_route_01,0.546,-70.53839559952242,1
site_01_route_01,0.548,-70.56660029838028,1
site_01_route_01,0.55,-70.58940378560477,1
site_01_route_01,0.552,-62.85452131352906,1
site_01_route_01,0.554,-62.86731784969142,1
site_01_route_01,0.556,-62.87679411406849,1
site_01_route_01,0.558,-62.88146121248933,1
site_01_route_01,0.56,-62.88285540525197,1
site_01_route_01,0.562,-62.88317910142887,1
site_01_route_01,0.564,-62.886157273804585,1
site_01_route_01,0.566,-62.89295350881506,1
site_01_route_01,0.568,-62.90416420246258,1
site_01_route_01,0.57,-66.74329578137515,1
site_01_route_01,0.572,-66.76347709219459,1
site_01_route_01,0.574,-66.77683010851109,1
site_01_route_01,0.576,-62.95339951262512,1
site_01_route_01,0.578,-62.95776419386029,1
site_01_route_01,0.58,-62.959820016836396,1
site_01_route_01,0.582,-62.961550568041574,1
site_01_route_01,0.584,-62.9669476224127,1
site_01_route_01,0.586,-62.9763272439644,1
site_01_route_01,0.588,-62.98967628591713,1
site_01_route_01,0.59,-63.00664025405946,1
site_01_route_01,0.592,-63.02313155313004,1
site_01_route_01,0.594,-63.035279420171015,1
site_01_route_01,0.596,-63.043751757928945,1
site_01_route_01,0.598,-63.04857630968922,1
site_01_route_01,0.6,-63.05140853852164,1
site_01_route_01,0.602,-63.05531490027609,1
site_01_route_01,0.604,-63.06349363878888,1
site_01_route_01,0.606,-63.07643977628523,1
site_01_route_01,0.608,-63.094481585247564,1
site_01_route_01,0.61,-63.113952943193716,1
site_01_route_01,0.612,-63.1324002540258,1
site_01_route_01,0.614,-63.1467270002576,1
site_01_route_01,0.616,-63.15614138382978,1
site_01_route_01,0.618,-63.16227531399855,1
site_01_route_01,0.62,-63.16657772234241,1
site_01_route_01,0.622,-63.17161345102874,1
site_01_route_01,0.624,-63.18331787739222,1
site_01_route_01,0.626,-63.19973277300399,1
site_01_route_01,0.628,-63.22100785985903,1
site_01_route_01,0.63,-63.24455811711593,1
site_01_route_01,0.632,-63.26786426729193,1
site_01_route_01,0.634,-63.286816732435646,1
site_01_route_01,0.636,-63.300379270808634,1
site_01_route_01,0.638,-67.19102239976239,1
site_01_route_01,0.64,-63.32042802641111,1
site_01_route_01,0.642,-63.32984067047711,1
site_01_route_01,0.644,-63.34405764517386,1
site_01_route_01,0.646,-63.36420728183971,1
site_01_route_01,0.648,-63.38750966829805,1
site_01_route_01,0.65,-63.41138677142499,1
site_01_route_01,0.652,-63.43394163854724,1
site_01_route_01,0.654,-63.45321207287586,1
site_01_route_01,0.656,-63.46847238892454,1
site_01_route_01,0.658,-63.47958348219549,1
site_01_route_01,0.66,-63.49092681656978,1
site_01_route_01,0.662,-63.504377730093175,1
site_01_route_01,0.664,-63.52319502860674,1
site_01_route_01,0.666,-63.546988994672176,1
site_01_route_01,0.668,-63.57376182194125,1
site_01_route_01,0.67,-63.60105456200049,1
site_01_route_01,0.672,-63.6258123741066,1
site_01_route_01,0.674,-63.64501680648634,1
site_01_route_01,0.676,-63.660450732557294,1
site_01_route_01,0.678,-63.67134087705363,1
site_01_route_01,0.68,-63.68327209129649,1
site_01_route_01,0.682,-63.699507026038106,1
site_01_route_01,0.684,-63.718098059499766,1
site_01_route_01,0.686,-63.7441686108405,1
site_01_route_01,0.688,-63.77214631961131,1
site_01_route_01,0.69,-63.80115771537331,1
site_01_route_01,0.692,-63.82536928532774,1
site_01_route_01,0.694,-63.84355928940514,1
site_01_route_01,0.696,-63.8578266654544,1
site_01_route_01,0.698,-63.86991808530007,1
site_01_route_01,0.7,-63.882504363382296,1
site_01_route_01,0.702,-63.90084711999765,1
site_01_route_01,0.704,-63.920849170389566,1
site_01_route_01,0.706,-63.95210894947708,1
site_01_route_01,0.708,-63.98484043515778,1
site_01_route_01,0.71,-64.01701203427044,1
site_01_route_01,0.712,-64.04445732793106,1
site_01_route_01,0.714,-64.06512680288225,1
site_01_route_01,0.716,-64.08147774205737,1
site_01_route_01,0.718,-64.09381700972494,1
site_01_route_01,0.72,-64.10861107199962,1
site_01_route_01,0.722,-64.12800541614298,1
site_01_route_01,0.724,-64.15399167161897,1
site_01_route_01,0.726,-64.1865807168685,1
site_01_route_01,0.728,-64.22198868809001,1
site_01_route_01,0.73,-64.25744471079986,1
site_01_route_01,0.732,-64.28668917888997,1
site_01_route_01,0.734,-64.31037837483862,1
site_01_route_01,0.736,-64.32789303483764,1
site_01_route_01,0.738,-64.34283891490324,1
site_01_route_01,0.74,-64.35952865453805,1
site_01_route_01,0.742,-64.38129634853857,1
site_01_route_01,0.744,-64.40975320029263,1
site_01_route_01,0.746,-64.44425441708216,1
site_01_route_01,0.748,-64.4805715158797,1
site_01_route_01,0.75,-64.51484790491078,1
site_01_route_01,0.752,-64.54489940664878,1
site_01_route_01,0.754,-64.56869336942832,1
site_01_route_01,0.756,-64.58580815737507,1
site_01_route_01,0.758,-64.60226879504015,1
site_01_route_01,0.76,-64.62229734216083,1
site_01_route_01,0.762,-64.64686124050111,1
site_01_route_01,0.764,-64.67844556542774,1
site_01_route_01,0.766,-64.71495036375144,1
site_01_route_01,0.768,-70.41247434405383,1
site_01_route_01,0.77,-70.46904394464853,1
site_01_route_01,0.772,-70.45711714632765,1
site_01_route_01,0.774,-70.47371711332343,1
site_01_route_01,0.776,-70.44614509769394,1
site_01_route_01,0.778,-70.41978127325719,1
site_01_route_01,0.78,-70.40205594876981,1
site_01_route_01,0.782,-70.39660693311818,1
site_01_route_01,0.784,-70.43641924514459,1
site_01_route_01,0.786,-70.41570276566921,1
site_01_route_01,0.788,-70.46301344464601,1
site_01_route_01,0.79,-70.46129326723778,1
site_01_route_01,0.792,-70.44589267971764,1
site_01_route_01,0.794,-70.43014479150288,1
site_01_route_01,0.796,-70.4426281174401,1
site_01_route_01,0.798,-69.30859114793573,1
site_01_route_01,0.8,-69.3284019437531,1
site_01_route_01,0.802,-69.3818506854021,1
site_01_route_01,0.804,-69.41816024697208,1
site_01_route_01,0.806,-69.46263631021947,1
site_01_route_01,0.808,-69.50850075159471,1
site_01_route_01,0.81,-69.5506269716136,1
site_01_route_01,0.812,-69.58788610127597,1
site_01_route_01,0.814,-69.62090041555291,1
site_01_route_01,0.816,-69.6553475601115,1
site_01_route_01,0.818,-69.6895468957015,1
site_01_route_01,0.82,-69.71060408768979,1
site_01_route_01,0.822,-69.75705832605449,1
site_01_route_01,0.824,-69.8433954214714,1
site_01_route_01,0.826,-69.8357684723648,1
site_01_route_01,0.828,-69.90302091495688,1
site_01_route_01,0.83,-69.93814759770979,1
site_01_route_01,0.832,-69.95335829537811,1
site_01_route_01,0.834,-69.96816876868246,1
site_01_route_01,0.836,-69.98304068874857,1
site_01_route_01,0.838,-70.0092572259071,1
site_01_route_01,0.84,-70.05302331514187,1
site_01_route_01,0.842,-70.11938921970116,1
site_01_route_01,0.844,-70.35325501622194,1
site_01_route_01,0.846,-70.38208705444933,1
site_01_route_01,0.848,-70.38118266115214,1
site_01_route_01,0.85,-70.41184794500104,1
site_01_route_01,0.852,-70.37052994386133,1
site_01_route_01,0.854,-70.35558489612418,1
site_01_route_01,0.856,-70.35327014023375,1
site_01_route_01,0.858,-70.32963424311487,1
site_01_route_01,0.86,-70.30754295071569,1
site_01_route_01,0.862,-70.30004977182797,1
site_01_route_01,0.864,-70.30332912274072,1
site_01_route_01,0.866,-70.31132411530086,1
site_01_route_01,0.868,-70.3238798374774,1
site_01_route_01,0.87,-70.33411748642725,1
site_01_route_01,0.872,-70.33961026681817,1
site_01_route_01,0.874,-70.31818875075686,1
site_01_route_01,0.876,-70.33979854020943,1
site_01_route_01,0.878,-70.33337775364112,1
site_01_route_01,0.88,-70.30455982335452,1
site_01_route_01,0.882,-70.32675716382536,1
site_01_route_01,0.884,-70.32415907660018,1
site_01_route_01,0.886,-70.3339695523795,1
site_01_route_01,0.888,-70.23899904983882,1
site_01_route_01,0.89,-70.2633560395474,1
site_01_route_01,0.892,-70.22277390698864,1
site_01_route_01,0.894,-70.2151698187807,1
site_01_route_01,0.896,-71.3806505296742,1
site_01_route_01,0.898,-71.52343368609178,1
site_01_route_01,0.9,-71.66601876867541,1
site_01_route_01,0.902,-71.73771937811901,1
site_01_route_01,0.904,-71.93141781189232,1
site_01_route_01,0.906,-72.01778388929242,1
site_01_route_01,0.908,-72.11539476566227,1
site_01_route_01,0.91,-72.19572192040177,1
site_01_route_01,0.912,-72.25495350541628,1
site_01_route_01,0.914,-72.29498929431395,1
site_01_route_01,0.916,-72.33069720139143,1
site_01_route_01,0.918,-72.37528180180404,1
site_01_route_01,0.92,-72.43676587095428,1
site_01_route_01,0.922,-72.52210556639498,1
site_01_route_01,0.924,-72.62683448886199,1
site_01_route_01,0.926,-72.79731483474589,1
site_01_route_01,0.928,-72.91252408736071,1
site_01_route_01,0.93,-73.01473813979811,1
site_01_route_01,0.932,-73.0984034973554,1
site_01_route_01,0.934,-73.16511672743574,1
site_01_route_01,0.936,-70.26635842530202,1
site_01_route_01,0.938,-70.25520183979418,1
site_01_route_01,0.94,-70.24957424268595,1
site_01_route_01,0.942,-70.25025039417,1
site_01_route_01,0.944,-70.25280596656833,1
site_01_route_01,0.946,-70.25821524891563,1
site_01_route_01,0.948,-70.26230942960105,1
site_01_route_01,0.95,-70.26249879238694,1
site_01_route_01,0.952,-70.26014846980084,1
site_01_route_01,0.954,-70.25613655372534,1
site_01_route_01,0.956,-70.25306160247537,1
site_01_route_01,0.958,-70.2530386542687,1
site_01_route_01,0.96,-73.90427535210412,1
site_01_route_01,0.962,-74.44445369497437,1
site_01_route_01,0.964,-74.68813259967563,1
site_01_route_01,0.966,-74.82735273578534,1
site_01_route_01,0.968,-74.9519635726842,1
site_01_route_01,0.97,-75.04797946392691,1
site_01_route_01,0.972,-75.16487629677891,1
site_01_route_01,0.974,-75.28640355919126,1
site_01_route_01,0.976,-75.41075475256324,1
site_01_route_01,0.978,-75.54737885361112,1
site_01_route_01,0.98,-75.67810360591398,1
site_01_route_01,0.982,-75.83231907428107,1
site_01_route_01,0.984,-70.30278695947565,1
site_01_route_01,0.986,-70.3030078804813,1
site_01_route_01,0.988,-70.29697116736747,1
site_01_route_01,0.99,-70.28706562250781,1
site_01_route_01,0.992,-70.25196122123619,1
site_01_route_01,0.994,-70.2470001341141,1
site_01_route_01,0.996,-70.2500222003899,1
site_01_route_01,0.998,-70.261496517388,1
site_01_route_01,1.0,-70.27830453156184,1
site_01_route_01,1.002,-70.29648826955538,1
site_01_route_01,1.004,-70.30946052806813,1
site_01_route_01,1.006,-70.31374441076828,1
site_01_route_01,1.008,-70.30902298403649,1
site_01_route_01,1.01,-70.29581115985762,1
site_01_route_01,1.012,-70.28027699361546,1
site_01_route_01,1.014,-70.26570916130905,1
site_01_route_01,1.016,-70.25800522659473,1
site_01_route_01,1.018,-70.25868571155884,1
site_01_route_01,1.02,-70.26736821870318,1
site_01_route_01,1.022,-70.28141448854073,1
site_01_route_01,1.024,-70.31502835432246,1
site_01_route_01,1.026,-70.31136504973293,1
site_01_route_01,1.028,-70.311376318558,1
site_01_route_01,1.03,-70.3038082038689,1
site_01_route_01,1.032,-70.29075874868438,1
site_01_route_01,1.034,-70.27591272066908,1
site_01_route_01,1.036,-70.26328541579632,1
site_01_route_01,1.038,-70.23774076888972,1
site_01_route_01,1.04,-70.2352347932143,1
site_01_route_01,1.042,-70.23881340142148,1
site_01_route_01,1.044,-70.24581772430847,1
site_01_route_01,1.046,-70.25108323889155,1
site_01_route_01,1.048,-70.24702464408969,1
site_01_route_01,1.05,-70.24269031423749,1
site_01_route_01,1.052,-70.23823712348306,1
site_01_route_01,1.054,-70.23408335438936,1
site_01_route_01,1.056,-70.23057131479119,1
site_01_route_01,1.058,-70.22870840405902,1
site_01_route_01,1.06,-70.22691906300767,1
site_01_route_01,1.062,-70.25259293364562,1
site_01_route_01,1.064,-70.25299685359985,1
site_01_route_01,1.066,-70.16426329185886,1
site_01_route_01,1.068,-70.16150628490597,1
site_01_route_01,1.07,-70.15654854018206,1
site_01_route_01,1.072,-70.15358115163956,1
site_01_route_01,1.074,-70.14781999676516,1
site_01_route_01,1.076,-70.14450326120924,1
site_01_route_01,1.078,-70.14143172497779,1
site_01_route_01,1.08,-70.13954219451405,1
site_01_route_01,1.082,-70.14035938204931,1
site_01_route_01,1.084,-70.140070240998,1
site_01_route_01,1.086,-70.13877231378662,1
site_01_route_01,1.088,-70.05291748740296,1
site_01_route_01,1.09,-70.06005972728592,1
site_01_route_01,1.092,-70.0662419287319,1
site_01_route_01,1.094,-70.07110241887887,1
site_01_route_01,1.096,-70.07408053682155,1
site_01_route_01,1.098,-70.03387011255231,1
site_01_route_01,1.1,-70.0356934047718,1
site_01_route_01,1.102,-70.0365679194648,1
site_01_route_01,1.104,-70.03677831632382,1
site_01_route_01,1.106,-70.03630937272231,1
