sample_id,traj_id,query_s,difference_over_target_energy,difference_over_refined_prediction_energy,coarse_full_csi_nmse,refined_full_csi_nmse
highspeed_007:0:1626,highspeed_007,0.10000000149011612,1.6191970517620366e-13,2.7755578230643603e-13,0.17333398759365082,0.1733340173959732
highspeed_007:0:1626,highspeed_007,0.20000000298023224,1.658724438015906e-13,2.81529114684949e-13,0.21781666576862335,0.21781672537326813
highspeed_007:0:1626,highspeed_007,0.5,2.296077872420451e-13,3.6943242316995045e-13,0.4567849338054657,0.45678502321243286
highspeed_018:0:522,highspeed_018,0.009999999776482582,7.917431870596938e-14,2.005737511049193e-13,0.4215942323207855,0.4215942323207855
highspeed_018:0:522,highspeed_018,0.019999999552965164,8.226510214965371e-14,2.0880755892502798e-13,0.4225911498069763,0.4225911796092987
highspeed_018:0:522,highspeed_018,0.05000000074505806,1.4835881253056906e-13,3.7398131927314074e-13,0.4204055070877075,0.42040541768074036
highspeed_018:0:522,highspeed_018,0.10000000149011612,9.627838889487515e-14,2.4530250266380754e-13,0.4183380901813507,0.4183380901813507
highspeed_018:0:522,highspeed_018,0.20000000298023224,9.196217562030318e-14,2.3302445076822874e-13,0.41825956106185913,0.4182596206665039
highspeed_018:0:522,highspeed_018,0.5,7.816965331802324e-14,1.9161705450884543e-13,0.42348513007164,0.4234851896762848
sweep_turn_010:0:782,sweep_turn_010,0.009999999776482582,1.4769359815051105e-13,3.288768775752006e-13,0.37410295009613037,0.37410295009613037
sweep_turn_010:0:782,sweep_turn_010,0.019999999552965164,1.1767311592064146e-13,2.5943489115646105e-13,0.37542250752449036,0.37542247772216797
sweep_turn_010:0:782,sweep_turn_010,0.05000000074505806,1.047453757056978e-13,2.2596831246651896e-13,0.37682217359542847,0.37682220339775085
sweep_turn_010:0:782,sweep_turn_010,0.10000000149011612,1.2214595493353966e-13,2.55303099209248e-13,0.385693222284317,0.3856932520866394
sweep_turn_010:0:782,sweep_turn_010,0.20000000298023224,1.8448228111447354e-13,3.4099275276758655e-13,0.4189542829990387,0.4189542829990387
sweep_turn_010:0:782,sweep_turn_010,0.5,1.464878841945857e-13,2.184704112724004e-13,0.541589081287384,0.541589081287384
sweep_turn_012:0:3054,sweep_turn_012,0.009999999776482582,8.76206979999064e-13,1.7153818780724574e-12,0.2910502851009369,0.29105013608932495
sweep_turn_012:0:3054,sweep_turn_012,0.019999999552965164,7.451958165732882e-13,1.586950777003697e-12,0.2952806055545807,0.2952805459499359
sweep_turn_012:0:3054,sweep_turn_012,0.05000000074505806,8.714552799595174e-13,1.6376610545677488e-12,0.27993243932724,0.2799322307109833
sweep_turn_012:0:3054,sweep_turn_012,0.10000000149011612,7.859514666923249e-13,1.6494374559254395e-12,0.30946221947669983,0.3094621002674103
sweep_turn_012:0:3054,sweep_turn_012,0.20000000298023224,7.210915411447209e-13,1.5475595861172142e-12,0.32226935029029846,0.3222692310810089
sweep_turn_012:0:3054,sweep_turn_012,0.5,8.237534311721729e-13,1.30272339136133e-12,0.47687873244285583,0.4768786132335663
sweep_turn_018:0:382,sweep_turn_018,0.009999999776482582,4.731379253891195e-14,6.151428987255326e-13,0.9205561876296997,0.9205562472343445
sweep_turn_018:0:382,sweep_turn_018,0.019999999552965164,4.676246282056461e-14,6.000141657577372e-13,0.9109551906585693,0.9109551906585693
sweep_turn_018:0:382,sweep_turn_018,0.05000000074505806,7.104913366469489e-14,8.982699591904061e-13,0.9170899391174316,0.9170899391174316
sweep_turn_018:0:382,sweep_turn_018,0.10000000149011612,5.2226913433735986e-14,6.273516431439171e-13,0.9144250750541687,0.9144250750541687
sweep_turn_018:0:382,sweep_turn_018,0.20000000298023224,9.87637545152736e-14,1.0878241522871327e-12,0.9536579847335815,0.9536581039428711
sweep_turn_018:0:382,sweep_turn_018,0.5,6.345602406818747e-14,4.982714718417622e-13,1.1054775714874268,1.1054775714874268
uturn_007:0:2996,uturn_007,0.009999999776482582,3.2432219220399355e-14,6.428354237327106e-13,0.9084171056747437,0.9084171056747437
uturn_007:0:2996,uturn_007,0.019999999552965164,4.5839362387005364e-14,9.056174616864297e-13,0.9083738923072815,0.9083738923072815
uturn_007:0:2996,uturn_007,0.05000000074505806,3.308586403826083e-14,6.654565953017556e-13,0.9110994935035706,0.9110994935035706
uturn_007:0:2996,uturn_007,0.10000000149011612,2.3510933800700933e-14,4.789394066277019e-13,0.915552020072937,0.915552020072937
uturn_007:0:2996,uturn_007,0.20000000298023224,3.569654045691714e-14,7.32639546863793e-13,0.9216628670692444,0.9216628670692444
uturn_007:0:2996,uturn_007,0.5,4.464793352369316e-14,8.236439579343581e-13,0.926876425743103,0.926876425743103
uturn_015:0:3703,uturn_015,0.009999999776482582,1.2286120469486257e-13,2.3017225665761875e-13,0.27388498187065125,0.27388498187065125
uturn_015:0:3703,uturn_015,0.019999999552965164,1.323862180250285e-13,2.4479655645276296e-13,0.26756128668785095,0.2675613462924957
uturn_015:0:3703,uturn_015,0.05000000074505806,1.478124657484584e-13,2.622313268885131e-13,0.2495737224817276,0.2495737224817276
uturn_015:0:3703,uturn_015,0.10000000149011612,1.1677507251105902e-13,2.0315608259337898e-13,0.2537670135498047,0.2537670433521271
uturn_015:0:3703,uturn_015,0.20000000298023224,1.6032616931789192e-13,2.6532130899668137e-13,0.2703390121459961,0.2703390121459961
uturn_015:0:3703,uturn_015,0.5,1.2216659051252863e-13,1.6866475153633532e-13,0.3142968714237213,0.3142969012260437
uturn_016:0:3387,uturn_016,0.009999999776482582,8.616241735838755e-14,2.1345806480643653e-13,0.5225464701652527,0.5225464105606079
uturn_016:0:3387,uturn_016,0.019999999552965164,7.181551531112501e-14,1.7747417509729014e-13,0.5274064540863037,0.5274065136909485
uturn_016:0:3387,uturn_016,0.05000000074505806,6.39245488690556e-14,1.591163824173248e-13,0.5343912243843079,0.5343912243843079
uturn_016:0:3387,uturn_016,0.10000000149011612,9.201346492086248e-14,2.2731059859243835e-13,0.5499491691589355,0.5499491691589355
uturn_016:0:3387,uturn_016,0.20000000298023224,7.093711557325606e-14,1.7729656392382024e-13,0.5927943587303162,0.5927944183349609
uturn_016:0:3387,uturn_016,0.5,8.657714121202723e-14,2.284559839351703e-13,0.7867874503135681,0.7867875099182129
climb_descent_001:0:923,climb_descent_001,0.009999999776482582,5.023686505023787e-14,4.2023662493704946e-13,0.8386768698692322,0.8386768102645874
climb_descent_001:0:923,climb_descent_001,0.019999999552965164,6.305475878239793e-14,5.133071762442645e-13,0.8342639803886414,0.8342640399932861
climb_descent_001:0:923,climb_descent_001,0.05000000074505806,5.731101163550615e-14,4.774747066038964e-13,0.82390958070755,0.8239095211029053
climb_descent_001:0:923,climb_descent_001,0.10000000149011612,5.401740913532687e-14,4.618166825754856e-13,0.8101589679718018,0.810158908367157
climb_descent_001:0:923,climb_descent_001,0.20000000298023224,5.906798040503847e-14,5.258720867403873e-13,0.7819827795028687,0.7819827795028687
climb_descent_001:0:923,climb_descent_001,0.5,4.524327961356438e-14,4.498821898737288e-13,0.7283446192741394,0.7283445000648499
climb_descent_008:0:573,climb_descent_008,0.009999999776482582,1.0557319492984671e-13,2.8279849115991697e-13,0.45151686668395996,0.45151686668395996
climb_descent_008:0:573,climb_descent_008,0.019999999552965164,9.407750887405966e-14,2.4789680636807065e-13,0.45134860277175903,0.4513486325740814
climb_descent_008:0:573,climb_descent_008,0.05000000074505806,8.800168876294931e-14,2.3241320476160713e-13,0.45308178663253784,0.45308178663253784
climb_descent_008:0:573,climb_descent_008,0.10000000149011612,1.0202707818548375e-13,2.6376229732361744e-13,0.451682984828949,0.45168301463127136
climb_descent_008:0:573,climb_descent_008,0.20000000298023224,1.255636148731809e-13,3.1483136864498993e-13,0.45945870876312256,0.45945873856544495
climb_descent_008:0:573,climb_descent_008,0.5,1.600817329266645e-13,3.3026374413218606e-13,0.5549672245979309,0.5549672842025757
climb_descent_012:0:2891,climb_descent_012,0.009999999776482582,1.1442943623588175e-13,2.615425249082888e-12,0.9891029596328735,0.9891029596328735
climb_descent_012:0:2891,climb_descent_012,0.019999999552965164,1.3176078876878193e-13,3.0225201710813268e-12,0.9900590181350708,0.9900588989257812
climb_descent_012:0:2891,climb_descent_012,0.05000000074505806,1.1331226024739281e-13,2.62465179148242e-12,0.9902954697608948,0.9902955293655396
climb_descent_012:0:2891,climb_descent_012,0.10000000149011612,1.4576191599821082e-13,3.4434090096222685e-12,0.9909433722496033,0.9909433722496033
climb_descent_012:0:2891,climb_descent_012,0.20000000298023224,1.3263908704149307e-13,3.1222472438350657e-12,0.9974156618118286,0.9974156022071838
climb_descent_012:0:2891,climb_descent_012,0.5,1.381526249947351e-13,3.0589910037149023e-12,1.0179896354675293,1.0179896354675293
occlusion_004:0:3258,occlusion_004,0.009999999776482582,1.5755966454970496e-13,6.303938020576226e-12,0.9882408380508423,0.9882408380508423
occlusion_004:0:3258,occlusion_004,0.019999999552965164,1.424400281141078e-13,6.8430155491217086e-12,1.0012385845184326,1.0012385845184326
occlusion_004:0:3258,occlusion_004,0.05000000074505806,1.5302408956618183e-13,5.289764567325589e-12,1.0265295505523682,1.0265295505523682
occlusion_004:0:3258,occlusion_004,0.10000000149011612,1.5210825044523423e-13,5.870813715095128e-12,1.073954463005066,1.0739545822143555
occlusion_004:0:3258,occlusion_004,0.20000000298023224,5.148443750119065e-14,4.940368085358335e-12,1.0691334009170532,1.0691332817077637
occlusion_004:0:3258,occlusion_004,0.5,1.0960874141243821e-14,5.409377847612865e-12,1.0398120880126953,1.0398122072219849
occlusion_018:0:2828,occlusion_018,0.009999999776482582,3.3920074255173974e-14,1.0688108379831634e-12,0.8878679871559143,0.8878681063652039
occlusion_018:0:2828,occlusion_018,0.019999999552965164,4.3663941418176066e-14,1.3951046409610237e-12,0.8851460218429565,0.8851460814476013
occlusion_018:0:2828,occlusion_018,0.05000000074505806,4.727006159710766e-14,1.4397798296295217e-12,0.8778829574584961,0.8778829574584961
occlusion_018:0:2828,occlusion_018,0.10000000149011612,5.2633600303111404e-14,1.6759120357298842e-12,0.8771931529045105,0.8771931529045105
occlusion_018:0:2828,occlusion_018,0.20000000298023224,3.771691021837946e-14,1.2909800773221196e-12,0.8749430179595947,0.87494295835495
occlusion_018:0:2828,occlusion_018,0.5,6.107486559349097e-14,1.927127944460839e-12,0.849880039691925,0.8498801589012146
occlusion_019:0:1628,occlusion_019,0.009999999776482582,2.593323595389072e-13,2.4041098121985377e-11,1.0033833980560303,1.0033833980560303
occlusion_019:0:1628,occlusion_019,0.019999999552965164,5.384634719023264e-13,2.3670962157640934e-11,1.031697154045105,1.031697154045105
occlusion_019:0:1628,occlusion_019,0.05000000074505806,4.889494500536574e-13,2.635290795516517e-11,1.0295714139938354,1.0295714139938354
occlusion_019:0:1628,occlusion_019,0.10000000149011612,3.2759451875022997e-13,2.7113551027208163e-11,1.0058735609054565,1.0058735609054565
occlusion_019:0:1628,occlusion_019,0.20000000298023224,1.7614669479486676e-13,2.972036427533254e-11,0.9985383749008179,0.9985382556915283
occlusion_019:0:1628,occlusion_019,0.5,8.413778778622135e-14,3.036787665776131e-11,0.9995450973510742,0.9995450973510742
cruise_008:1:3425,cruise_008,0.009999999776482582,8.145107495282189e-14,2.3291032401576286e-13,0.5844942331314087,0.5844941735267639
cruise_008:1:3425,cruise_008,0.019999999552965164,7.399088028283583e-14,2.097859021355856e-13,0.5844379663467407,0.5844379663467407
cruise_008:1:3425,cruise_008,0.05000000074505806,9.873422291545657e-14,2.7298696484441933e-13,0.5817278027534485,0.5817278623580933
cruise_008:1:3425,cruise_008,0.10000000149011612,8.737091944681067e-14,2.319373353923158e-13,0.5787813663482666,0.5787813663482666
cruise_008:1:3425,cruise_008,0.20000000298023224,9.230975631688149e-14,2.2492808969800462e-13,0.5780149698257446,0.5780149698257446
cruise_008:1:3425,cruise_008,0.5,1.3602844362492954e-13,2.55848488328671e-13,0.6296622157096863,0.6296621561050415
cruise_011:1:833,cruise_011,0.009999999776482582,1.7425877751999423e-13,4.460792797574463e-12,0.942707359790802,0.942707359790802
cruise_011:1:833,cruise_011,0.019999999552965164,1.6770669774037972e-13,4.321357584023556e-12,0.9413982629776001,0.9413983225822449
cruise_011:1:833,cruise_011,0.05000000074505806,1.7258866264050798e-13,4.511762518697927e-12,0.938887894153595,0.938887894153595
cruise_011:1:833,cruise_011,0.10000000149011612,1.6491512415836092e-13,4.443975371823227e-12,0.9356551766395569,0.9356551170349121
cruise_011:1:833,cruise_011,0.20000000298023224,1.4643863672065829e-13,4.1290132535952035e-12,0.9303962588310242,0.9303962588310242
cruise_011:1:833,cruise_011,0.5,1.393042372319736e-13,4.068104722489577e-12,0.922845184803009,0.9228450655937195
cruise_016:1:414,cruise_016,0.009999999776482582,7.273392384731164e-14,3.287449629057197e-13,0.6444599032402039,0.6444599032402039
cruise_016:1:414,cruise_016,0.019999999552965164,7.343956401066648e-14,3.446162393661795e-13,0.6541104316711426,0.6541104316711426
