run,epochs,first_val_nmse_db,saved_best_val_nmse_db,minimum_val_epoch,test_mean_nmse_db,test_median_nmse_db,test_weighted_nmse_db,median_predicted_to_true_energy,median_shape_correlation
tpatchgnn_seed17,27,-0.0198267200693535,-0.0768675624818199,20,15.313250878546302,-0.09059693210860802,-0.06347858583748911,0.01174048740008445,0.024645320139825302
tpatchgnn_seed29,38,1.4588116047326318,-6.253131801004979,31,25.97357159256871,-11.108654369376222,-8.154244954161223,0.7973460818856186,0.9325193464756012
tpatchgnn_seed43,40,-3.8916706163572905,-6.838097451295612,39,25.325317001400173,-13.190364645147692,-9.342619213241248,0.9404292115195579,0.9581213593482971
