epoch,train_loss,val_nmse,val_nmse_db,best_nmse_db,elapsed_s,total_elapsed_s,lr
0,3.0479611976941428,0.9954451340023014,-0.01982672006935356,-0.01982672006935356,31.87652870081365,31.87652870081365,0.00029955301339130357
1,1.090388807296753,0.9901933903826607,-0.04279976944060458,-0.04279976944060458,31.700518369674683,63.577047070488334,0.00029821480938629495
2,1.5697216817537945,0.9957630957497491,-0.018439732696729695,-0.04279976944060458,30.309045668691397,93.88609273917973,0.0002959936384576631
3,1.3351575514475504,1.0006852789223195,0.0029751092718297645,-0.04279976944060458,29.81072571221739,123.69681845139712,0.00029290319486279724
4,1.2923620773951212,0.992307560402486,-0.033536997373700854,-0.04279976944060458,31.535109880380332,155.23192833177745,0.00028896253221413656
5,1.751331506729126,0.9886849692712227,-0.04942068263385789,-0.04942068263385789,31.16185881663114,186.3937871484086,0.00028419594600731334
6,1.068598919391632,0.9870785972972711,-0.056482647432645396,-0.056482647432645396,32.79592632222921,219.1897134706378,0.0002786328238313434
7,1.1211773107846579,0.989959047569169,-0.04382770839416887,-0.056482647432645396,32.004875184968114,251.1945886556059,0.0002723074641843674
8,1.3083827675183615,0.9878473289062579,-0.05310170125862394,-0.056482647432645396,32.69849447067827,283.8930831262842,0.0002652588650120045
9,1.3416603829065958,0.9887063132474819,-0.04932692707628515,-0.056482647432645396,32.009130623191595,315.9022137494758,0.0002575304832720494
10,1.5677228021621703,0.9847156672676405,-0.06689152205686973,-0.06689152205686973,33.21573665831238,349.11795040778816,0.00024916996700787665
11,1.1825246019363402,0.9866492786837948,-0.05837197280541463,-0.06689152205686973,31.927863783203065,381.0458141909912,0.0002402288615824086
12,1.043168835957845,0.9849696769151423,-0.06577139402020088,-0.06689152205686973,32.72014937363565,413.7659635646269,0.00023076229188381255
13,1.161356222629547,0.9833970421635442,-0.07271102303720808,-0.07271102303720808,32.22205078974366,445.98801435437053,0.00022082862246223427
14,1.2078978184064229,0.986461556148198,-0.05919835174110705,-0.07271102303720808,33.12299460824579,479.1110089626163,0.00021048909769293803
15,1.315079613049825,0.9847651664250426,-0.06667321872986719,-0.07271102303720808,32.08633076772094,511.19733973033726,0.0001998074641843674
16,1.092277585665385,0.9833158450739251,-0.0730696259448011,-0.0730696259448011,33.1314498251304,544.3287895554677,0.00018884957775910634
17,1.3153299266497294,0.9835412786155939,-0.07207408292917279,-0.0730696259448011,32.10900810081512,576.4377976562828,0.0001776829974308335
18,1.235206690788269,0.9852390644119845,-0.0645837685503983,-0.0730696259448011,32.97261357214302,609.4104112284258,0.00016637656888053755
19,1.48150168689092,0.9836618683073256,-0.07154163728073025,-0.0730696259448011,32.46538020763546,641.8757914360613,0.00015500000000000003
20,1.2182736949920654,0.9824563041743305,-0.07686756248181997,-0.07686756248181997,32.890174984931946,674.7659664209932,0.00014362343111946253
21,1.5167532405853272,0.9839995680087142,-0.07005092230724354,-0.07686756248181997,32.0434903241694,706.8094567451626,0.0001323170025691666
22,1.0771338890393576,0.9827518084728055,-0.07556148312719353,-0.07686756248181997,32.76621195022017,739.5756686953828,0.00012115042224089376
23,1.7323079350789388,0.9846501423252954,-0.06718051987291186,-0.07686756248181997,32.84137515537441,772.4170438507572,0.00011019253581563266
24,1.4155580752690633,0.984947826506363,-0.06586773827770459,-0.07686756248181997,32.67600173037499,805.0930455811322,9.951090230706201e-05
25,1.3953237646420797,0.9839524124479956,-0.07025905136748956,-0.07686756248181997,32.186382388696074,837.2794279698282,8.917137753776573e-05
26,1.169478668530782,0.9830122149652905,-0.07441085566579837,-0.07686756248181997,32.81153333559632,870.0909613054246,7.923770811618743e-05
