family,case,model,n,nmse_linear,nmse_db,energy_weighted_nmse_db,median_sample_nmse_db,p90_sample_nmse_db,amplitude_nmse,shape_correlation,gain_abs_error_db,gain_bias_db,predicted_gain_below_truth_20db_fraction
cruise,offgrid,kalman,288,0.051565037662132655,-12.876446607136671,-11.861917835442737,-16.025588319643305,-9.065365423177226,0.029722262516669515,0.9653642763280206,0.6328536080529577,0.628263570272894,0.0
cruise,offgrid,harmonic,288,0.2348780551694492,-6.291575577818763,-5.9366793307222645,-13.246044826740498,-4.875807156732828,0.11342543298289659,0.9046673600613657,0.741185414384947,0.6887111211350808,0.0
cruise,offgrid,cru,288,0.06839012147136397,-11.650066248925553,-10.587539845131937,-13.543033969545224,-7.895749116553343,0.031230499916457828,0.9358681353429953,0.5817541438316565,-0.518436641068547,0.0
cruise,offgrid,latent_ode,288,0.07220986734319013,-11.414034528473438,-10.454886938795976,-13.184054378468737,-7.657254508278444,0.0256108441935415,0.9306062039815717,0.2956427977030924,-0.10185418624587328,0.0
cruise,offgrid,neural_flow,288,0.0692754222147111,-11.594208186318307,-10.43792237348519,-14.015227880009645,-7.545403397229177,0.027761194886604952,0.9329981327884727,0.4163784245789025,-0.39336863786835846,0.0
cruise,offgrid,tpatchgnn,288,0.02598374892891621,-15.852981888410529,-14.8752242728347,-17.909675900225537,-12.205312529583736,0.014475789768640526,0.9765953781704108,0.32501035379856247,-0.03093751957870457,0.0
cruise,offgrid,time_rwkv_csi,288,0.07203457621067678,-11.424589944984021,-10.324282031608657,-13.025514935961988,-7.62183113605898,0.026597069862014502,0.9316856424427695,0.40651008809183825,-0.3089508479350924,0.0
cruise,offgrid,ct_transformer_csi,288,0.02813605098572225,-15.50736857699439,-14.559738975774625,-16.921605293318066,-11.672732556914774,0.014453866562613863,0.975528484210372,0.39090618154518275,-0.23974289561394674,0.0
cruise,pattern_uniform_n16,hold,1200,0.059511877121901,-12.253963510152182,-11.507196019869902,-17.66730167530349,-7.124183142679222,0.009163825969453683,0.9431185911595822,0.09464887288471877,-0.05467422654891303,0.0
cruise,pattern_uniform_n16,linear,1200,0.03854927992700444,-14.139837298477648,-13.028895714422537,-19.88993336687099,-10.06477491748261,0.022146203859398764,0.973991446296374,0.4276912580360173,0.4228235265277423,0.0
cruise,pattern_uniform_n16,kalman,1200,0.03693636471199473,-14.325458501846386,-13.15506601582403,-19.81440442922149,-10.396524573944967,0.020927886181210244,0.9743578332165878,0.3834966675902736,0.3760926980288059,0.0
cruise,pattern_uniform_n16,harmonic,1200,0.09029087479507628,-10.44356139236866,-9.359325035388382,-15.633004304533358,-5.839554283454746,0.026560943051202532,0.9245446092387041,0.33482740494861596,0.25376961581731544,0.0
cruise,pattern_uniform_n16,cru,1200,0.0477872371464764,-13.206880778015591,-12.008997843665785,-18.80363901418491,-8.370229669074448,0.022000025240279986,0.954289654965202,0.32210957310564026,-0.2996242658867065,0.0
cruise,pattern_uniform_n16,latent_ode,1200,0.050466080971358074,-12.970004198274044,-11.941861424760646,-18.487475140391382,-8.281221115207316,0.019647294706749866,0.9516381080448627,0.18103959554876922,-0.06569656784008117,0.0
cruise,pattern_uniform_n16,neural_flow,1200,0.04828648026387479,-13.161744503811324,-11.971422631511775,-18.695068427954794,-8.444737179652792,0.02043814872929943,0.9531895067294439,0.24182274062147674,-0.22815003073366824,0.0
cruise,pattern_uniform_n16,tpatchgnn,1200,0.02115058294722985,-16.74677658204957,-15.436824653912433,-21.134984189271606,-12.458950273557031,0.010837713703986084,0.9804052698115507,0.20305267437991156,-0.03519866118101466,0.0
cruise,pattern_uniform_n16,time_rwkv_csi,1200,0.0497142396345104,-13.035191986119575,-11.92593663397667,-18.56691868767828,-8.346585681961093,0.019089316583279774,0.9525780468682448,0.2136564480357083,-0.13574121286349813,0.0
cruise,pattern_uniform_n16,ct_transformer_csi,1200,0.02365586552069241,-16.2606115736033,-15.239217131509537,-20.450137035412887,-11.619321606065778,0.011945523769112091,0.9783819330235323,0.290125981368304,-0.2601944148817711,0.0
cruise,pattern_random_n16,hold,1200,0.059511876849307255,-12.253963530045011,-11.507196023827166,-17.66730167530349,-7.124183109396145,0.009163825959149108,0.9431185889244079,0.09464887273818097,-0.05467421503136317,0.0
cruise,pattern_random_n16,linear,1200,0.040601818553113844,-13.914545139623415,-12.730438484426116,-19.235854838353795,-9.753059578638164,0.02325274877572762,0.9725539991259575,0.4334807017826339,0.4292104700890195,0.0
cruise,pattern_random_n16,kalman,1200,0.03918549164683403,-14.068746999189612,-12.82130811792317,-19.460625449681274,-10.070599095661354,0.022164141701869085,0.9726915882527828,0.38987746425763664,0.38364145966106056,0.0
cruise,pattern_random_n16,harmonic,1200,0.05843000591213543,-12.333640697464215,-10.988758776200829,-18.573895901885106,-7.763068462473408,0.02191079750106534,0.9545713867992163,0.35505252472522747,0.32725478108419337,0.0
cruise,pattern_random_n16,cru,1200,0.04813036187095956,-13.175808730417337,-11.966494158021,-18.759904462444712,-8.374696404687981,0.02215253978503218,0.9539690266301235,0.3282496877172889,-0.30650516473912526,0.0
