family,case,model,query_s,n,nmse_linear,nmse_db,energy_weighted_nmse_db,median_sample_nmse_db,p90_sample_nmse_db,amplitude_nmse,shape_correlation,gain_abs_error_db
occlusion,pattern_uniform_n16,harmonic,0.05000000074505806,200,1.3264780775667169,1.2270007688112339,-8.079573898495724,-5.766989653572297,3.9334567764791646,0.44739243075309787,0.8442514472547918,2.9663609518902376
occlusion,pattern_uniform_n16,harmonic,0.10000000149011612,200,1.9724700476182624,2.950104170764522,-5.254349513716392,-4.367834027215528,7.931391699943375,0.8280535512615461,0.82643965493422,3.6768085068184884
occlusion,pattern_uniform_n16,harmonic,0.20000000298023224,200,2.737483352655545,4.373514867991086,-2.9834613034967945,-2.353907668603657,8.9738193172657,1.307225627086591,0.804392077322118,4.4443633990292435
occlusion,pattern_uniform_n16,harmonic,0.5,200,13.487618222534657,11.299352644134448,0.9318097304812765,-0.4960310696183774,15.224770081032199,10.560129506277153,0.7383874965435825,8.017713204445318
occlusion,pattern_uniform_n16,cru,0.009999999776482582,200,0.207041821568273,-6.83941920041681,-13.970981061107278,-13.05287113558106,-1.8345442390061502,0.07317477298143786,0.8759723723679781,0.755097635742277
occlusion,pattern_uniform_n16,cru,0.019999999552965164,200,0.440068158316426,-3.5648005422222626,-10.929602344799287,-9.058088032651337,1.5758370077344692,0.12034803646150977,0.8156449706852436,1.432032179646194
occlusion,pattern_uniform_n16,cru,0.05000000074505806,200,0.6141074912063778,-2.1175560483286318,-7.798001239217061,-5.674310093850587,2.902682870707299,0.16116618108469993,0.8586161487549543,3.4559070363640787
occlusion,pattern_uniform_n16,cru,0.10000000149011612,200,0.7417615555226803,-1.2973567930752088,-4.2503055695544365,-3.5541965021353894,2.284455841973016,0.3529339288081974,0.8268814940191805,7.213220622446388
occlusion,pattern_uniform_n16,cru,0.20000000298023224,200,0.9268481999635696,-0.3299138917436266,-0.6747402975405796,-0.40588267869486067,0.2629216430616838,0.7835876889526844,0.35082487085062897,18.28805055141449
occlusion,pattern_uniform_n16,cru,0.5,200,1.0486292496323586,0.2062196741238534,-0.3663277427855135,-0.04802538586268828,1.2024165477217568,0.7107889844477177,0.24945478790992637,16.978176622092725
occlusion,pattern_uniform_n16,latent_ode,0.009999999776482582,200,0.20586114215664567,-6.864256220053758,-13.788688547755077,-13.001798138988509,-1.897828710820916,0.07443293966702186,0.8759235746785998,0.8878121856693179
occlusion,pattern_uniform_n16,latent_ode,0.019999999552965164,200,0.43322751550469546,-3.632839678999855,-10.587823086878442,-8.86510056866288,1.4344907228611885,0.12552641328424216,0.8156011906266213,1.7225947136431932
occlusion,pattern_uniform_n16,latent_ode,0.05000000074505806,200,0.6083486776798963,-2.1584743160224136,-6.845883878652089,-5.306637207101936,2.6370541497269713,0.20066550759598611,0.8574017738550901,4.341470384299755
occlusion,pattern_uniform_n16,latent_ode,0.10000000149011612,200,0.7763944475352764,-1.09917579174212,-2.9720821290338795,-2.5799832276270913,1.6424320487504511,0.47672008831053975,0.8077399817481637,9.725451956987381
occlusion,pattern_uniform_n16,latent_ode,0.20000000298023224,200,1.0871198680996894,0.3627743294014103,0.5198105094581783,0.4241524134747183,0.6450840681087017,0.8047071246802807,0.20371899001183918,19.112900290489197
occlusion,pattern_uniform_n16,latent_ode,0.5,200,1.0359086856245994,0.15321474446683614,0.0741694083709023,0.07104843808490502,0.49089837660852115,0.8141115307807922,0.00840721956989455,21.82888835668564
occlusion,pattern_uniform_n16,neural_flow,0.009999999776482582,200,0.20513023094972596,-6.879703310155839,-13.532409137822683,-12.729542970219729,-1.9675007107846088,0.0765117216692306,0.8759494756907225,1.0561725024523911
occlusion,pattern_uniform_n16,neural_flow,0.019999999552965164,200,0.42777257579378786,-3.687870611931891,-10.137993837036301,-8.512149880941205,1.271849414967097,0.13351138579659164,0.8155807983875275,2.079235526174307
occlusion,pattern_uniform_n16,neural_flow,0.05000000074505806,200,0.6133919477462768,-2.122619294821808,-5.947290949697036,-4.854555466568456,2.2516172971013715,0.249633411988616,0.8578152764588595,5.345526084452867
occlusion,pattern_uniform_n16,neural_flow,0.10000000149011612,200,0.8060934749245644,-0.9361459431141056,-2.2268042125764422,-2.0100093256541705,1.3278986554220762,0.5781767565757037,0.8089588756300509,12.174958052635192
occlusion,pattern_uniform_n16,neural_flow,0.20000000298023224,200,1.039164319038391,0.1668422629556188,0.21815047538836882,0.14416537939115764,0.40518338660020725,0.8734297013282776,0.18965860732281725,23.485421810150147
occlusion,pattern_uniform_n16,neural_flow,0.5,200,1.0241431427001952,0.10360661464220644,-0.13601013121887737,-0.005085963239168925,0.269105970885408,0.865460807569325,0.3299146434906288,26.262057048231362
occlusion,pattern_uniform_n16,tpatchgnn,0.009999999776482582,200,0.2049590965360403,-6.883328019742771,-13.303471515362983,-12.472665595390863,-2.0243841956924458,0.07853347143623977,0.8758338963985444,1.1855988308321685
occlusion,pattern_uniform_n16,tpatchgnn,0.019999999552965164,200,0.4254244074691087,-3.7117759735507487,-9.731834005936458,-8.21327975995188,1.2034310591610917,0.14229760107584297,0.8148956178128719,2.3761798945069312
occlusion,pattern_uniform_n16,tpatchgnn,0.05000000074505806,200,0.6216436232626438,-2.0645851692674095,-5.067693993479626,-4.273888477955361,1.8423480879967913,0.30939659640192985,0.8474390066042542,6.477815498113632
occlusion,pattern_uniform_n16,tpatchgnn,0.10000000149011612,200,0.8877180629968643,-0.5172494314769376,-1.052314064273408,-0.9071252339823864,0.536078583469351,0.7470281171798706,0.5088381472742185,16.56862575531006
occlusion,pattern_uniform_n16,tpatchgnn,0.20000000298023224,200,1.2198064762353897,0.8629093479789711,1.096928390156942,1.0701814772195404,1.4979549752161065,0.6801215224713087,0.5595693711517379,14.612215721607209
occlusion,pattern_uniform_n16,tpatchgnn,0.5,200,1.180398188084364,0.7202853418477856,0.628167726890551,0.6951674701738173,1.366641825003968,0.7205967442318797,0.6506760283140466,17.780475823283197
occlusion,pattern_uniform_n16,time_rwkv_csi,0.009999999776482582,200,0.2054221379151568,-6.8735275520653865,-13.758662142884443,-12.94214571051918,-1.9180099213179225,0.07468271295307204,0.8759810636937618,0.9169962138496339
occlusion,pattern_uniform_n16,time_rwkv_csi,0.019999999552965164,200,0.42965675971470774,-3.6687835113857457,-10.428580113266236,-8.75767224315017,1.3761323849055644,0.12845103000290692,0.8156944488734007,1.8695600001141428
