family,case,model,event,n,nmse_linear,nmse_db,energy_weighted_nmse_db,median_sample_nmse_db,p90_sample_nmse_db,amplitude_nmse,shape_correlation,gain_abs_error_db
occlusion,history_reverse,time_rwkv_csi,stable_nlos,582,0.8974118043262115,-0.4700822216641748,-1.6166164433127637,-1.1452450698033476,2.4328608634335125,0.3063047114929006,0.5215669753040144,3.502059445698038
occlusion,history_reverse,tpatchgnn,future_switch_only,111,0.6702430091949331,-1.7376770712337162,-1.661017619706734,-2.1025257621278155,0.26149636815597993,0.409132181716871,0.7421237531009021,8.995002713306127
occlusion,history_reverse,tpatchgnn,history_switch_only,156,0.24388714991689014,-6.128110814706249,-6.595801589156602,-9.985110374454681,-1.6128106888404654,0.138862803849173,0.8809329394537669,2.954022841504178
occlusion,history_reverse,tpatchgnn,stable_los,351,0.12760072542312012,-8.941468565994757,-9.113298936717925,-11.359330748524057,-4.088001923593135,0.09327664457656579,0.9332079411911489,2.1097408078522673
occlusion,history_reverse,tpatchgnn,stable_nlos,582,0.7576576665374274,-1.2052697789880136,-2.1825738527555076,-1.3636414147203229,0.9994538092851167,0.4165048314925744,0.5357249838006911,7.476388705610313
occlusion,main,cru,future_switch_only,242,0.582936018276267,-2.343791097940184,-2.199723818531374,-2.611721984572763,0.04899865073601621,0.35955794492913484,0.6704272307101483,7.382952484479251
occlusion,main,cru,history_switch_only,570,0.3312212135222038,-4.798818560036986,-6.212257239277984,-7.412889769921319,-0.5662631450436884,0.17832804472911223,0.8402475610538794,3.2222648400110763
occlusion,main,cru,stable_los,1021,0.19263014386088317,-7.15275751022025,-7.451582358623678,-10.411899094711236,-3.503443745257821,0.11480500471087704,0.924636647798464,2.642145361936488
occlusion,main,cru,stable_nlos,1767,0.8225702581013777,-0.8482699744776184,-1.7486243433015047,-1.502455420524573,2.027156323729605,0.3399177874790544,0.5354955611530369,4.7311175236742375
occlusion,main,ct_transformer_csi,future_switch_only,242,0.7520748130110774,-1.2373895560276085,-1.6454070615757441,-2.0641219405698332,0.8230210909901307,0.3752539226432809,0.7333214812227025,7.707015513650273
occlusion,main,ct_transformer_csi,history_switch_only,570,0.28108441928818234,-5.511632269813259,-6.971384253506682,-9.54576235664296,-0.39432700342123583,0.14378479533658256,0.8454880322697327,2.734185661949838
occlusion,main,ct_transformer_csi,stable_los,1021,0.0960750789148391,-10.173892501395429,-10.218721574058186,-11.999515465203137,-6.140077643176723,0.06168333297398353,0.9394894607737295,1.386817548833882
occlusion,main,ct_transformer_csi,stable_nlos,1767,0.8182664067434795,-0.8710527806184654,-1.661604292989174,-1.2042067811149402,1.5801855092626025,0.38321811419458457,0.5375953961790834,6.230963680613707
occlusion,main,harmonic,future_switch_only,242,1.653227444661782,2.183326062432521,-0.011598592396055856,-0.8804024125639983,4.764351944106846,0.7921656177640825,0.7432166177871798,6.199944049169979
occlusion,main,harmonic,history_switch_only,570,1.0523962494448744,0.2217929166727845,-1.9167604365687718,-10.139915967989655,1.947797856403716,0.5126165459598045,0.8521185231672829,1.931502715560093
occlusion,main,harmonic,stable_los,1021,0.14029548118449883,-8.52956317056044,-7.454217660611354,-12.834706595258787,-5.332206737315447,0.06281205915691034,0.943932390535555,0.9367492211234403
occlusion,main,harmonic,stable_nlos,1767,1.2640412672003052,1.0176125260524356,0.02397104123320694,-0.878680775596091,3.323682720925103,0.44579627274363776,0.541355975515429,3.113816139853194
occlusion,main,hold,future_switch_only,242,1.3365207522913183,1.25975706478741,-0.8143706384197338,-1.719570062685049,3.6942320793567074,0.47798290689202116,0.771083413969633,5.277774442518361
occlusion,main,hold,history_switch_only,570,0.45473159096331905,-3.422448735836132,-7.484051829519642,-10.313943024550568,1.11700693607566,0.1332317879555998,0.853089745836169,1.281466885553387
occlusion,main,hold,stable_los,1021,0.08144658767324864,-10.891271063919666,-11.371212241700237,-12.472452241431693,-7.496478370238404,0.03782673629711874,0.9408705424258338,0.5377251535070452
occlusion,main,hold,stable_nlos,1767,1.1600061240814858,0.6446028202672485,-0.4109084007477042,-0.5358143912269391,4.1235076056609765,0.2812425093339661,0.5584822944381254,1.5926421419451204
occlusion,main,kalman,future_switch_only,242,1.365668282101738,1.3534522295629348,-0.007788564113334154,-2.1967425749815255,5.776211405874265,0.3580573370661963,0.7897850737314333,2.284426310560632
occlusion,main,kalman,history_switch_only,570,0.9124443975453017,-0.3979359106326875,-6.108345649955112,-12.274164567978207,1.633948609889097,0.44145925828538324,0.8602796660768881,1.1829540717227613
occlusion,main,kalman,stable_los,1021,0.13458317291609195,-8.710092370401757,-9.177603469805929,-12.832906777110285,-4.8555331982021475,0.08215873335244078,0.9507254311900648,1.0466763716687744
occlusion,main,kalman,stable_nlos,1767,1.9924738356032174,2.993926271182116,1.9140638351917056,0.4356136271263815,6.991778974304059,0.6222072754193192,0.5506330265292775,2.524921592011435
occlusion,main,latent_ode,future_switch_only,242,0.6275692952910827,-2.023383130326151,-1.6414273341387537,-1.72938432690025,0.25740865262463436,0.4322793553507558,0.6438496249101571,9.113788816492912
occlusion,main,latent_ode,history_switch_only,570,0.3211758425190183,-4.932571279488942,-5.774137800686373,-7.534708992057481,-0.3852259740383263,0.1818197513295066,0.8205663268797492,3.2872097111813594
occlusion,main,latent_ode,stable_los,1021,0.161396265236114,-7.921065192181208,-7.636350732941411,-10.863582166876224,-3.3882868514491267,0.1278112233181365,0.9103256608783673,2.8467422502555944
occlusion,main,latent_ode,stable_nlos,1767,0.8756073609168218,-0.5769059613092157,-1.4879747949740254,-1.011587743072288,2.3096495614722046,0.313052763065024,0.5218518005984313,3.766840157384737
occlusion,main,linear,future_switch_only,242,1.4344977377249435,1.5669986767832373,0.20859885034656755,-2.1000527770303146,5.997180018594933,0.3847985744979412,0.7862050406796443,2.3776115902087627
occlusion,main,linear,history_switch_only,570,1.0017298400543504,0.007506109587410657,-5.779535082521989,-12.513486623848967,1.953788719016057,0.5061315778632904,0.8586020756447524,1.2195203032183233
occlusion,main,linear,stable_los,1021,0.1445074603657923,-8.4010973137068,-8.860317745254878,-12.599805552088029,-4.473964392325092,0.08970656556568275,0.9495749107537377,1.1015812578245867
occlusion,main,linear,stable_nlos,1767,2.1196678256433072,3.262678077244112,2.1588524398254028,0.6177236682474928,7.217201482027226,0.6890312586683417,0.5486007217207518,2.6157498472274283
occlusion,main,neural_flow,future_switch_only,242,0.6833549597681103,-1.6535364913805672,-1.4840431303685877,-1.5792509307185918,0.7474983048942214,0.416467926545732,0.6489557637332761,8.705678601664575
occlusion,main,neural_flow,history_switch_only,570,0.32981483420932034,-4.817298148213741,-5.7620489734982705,-9.046209869143055,-0.10701954661474901,0.17133037916678484,0.8183952872094028,2.9349871981713367
occlusion,main,neural_flow,stable_los,1021,0.14999893057626654,-8.23911837254198,-8.045184737711264,-11.638501656349646,-2.8299504559970634,0.11329202788924744,0.9087330753551057,2.397551671180696
occlusion,main,neural_flow,stable_nlos,1767,0.9136571491655778,-0.39216743171115864,-1.346489903494371,-0.9295034527934258,2.751135434419246,0.3038227267794601,0.5258631478969324,3.292831401557287
occlusion,main,time_rwkv_csi,future_switch_only,242,0.7614973802208489,-1.1833158642851147,-0.9048558571801966,-0.6780422516867715,0.5506701656762123,0.47276522837745694,0.5478388749771128,9.953521808224522
occlusion,main,time_rwkv_csi,history_switch_only,570,0.36542263832040284,-4.372045511458177,-4.933280353592781,-7.499198784388799,-0.32885365879890466,0.19624256212537466,0.7754958649451861,3.440334542862777
occlusion,main,time_rwkv_csi,stable_los,1021,0.18586386689337256,-7.308050316055896,-7.150778157836246,-10.79957729306236,-1.507372744416847,0.1399185432661018,0.8643365503962896,2.932264588665615
